Latitude,Longitude,Soil information recorded in the paper,Sowing year,Crop growing season recorded in the paper,N input rates with the unit kg N ha-1 (details),Sowing month,Harvesting month,E,Tmax,Tmin,Crop_barley.winter,Crop_cotton,Crop_maize,Crop_rice,Crop_sorghum,Crop_soybean,Crop_sunflower,Crop_wheat.spring,Crop_wheat.winter,Crop sequence (details)_1,N input_No,N input_Yes,ST_Silt loam,Initial year of NT practice ( or first year of experiment if missing),Years since NT started (yrs),Residue management of previous crop in NT (details),Water applied in NT,Fertilization NT_No,Fertilization NT_Yes,Irrigation NT_No,Irrigation NT_Yes,Yield of NT
-33.58,120.8,86,2011,76,0,5,11,388.707,24.39017,9.38457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2008,4,54,0,0.0,1.0,0.0,1.0,2740.0
-37.75,-58.3,86,1997,8,90,10,4,605.484,25.78936,8.37571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997,1,70,0,0.0,1.0,1.0,0.0,8590.0
-37.75,-58.3,86,1997,8,41,10,4,605.484,25.78936,8.37571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997,1,70,0,0.0,1.0,1.0,0.0,8720.0
-37.75,-58.3,86,1997,8,186,10,4,605.484,25.78936,8.37571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997,1,70,0,0.0,1.0,1.0,0.0,8160.0
-37.75,-58.3,86,1997,8,0,10,4,605.484,25.78936,8.37571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,1,70,0,1.0,0.0,1.0,0.0,6150.0
28.63,77.15,110,2007,118,190,6,10,475.816,38.48885,17.90754,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2004,4,91,17,0.0,1.0,0.0,1.0,2080.0
28.63,77.15,110,2007,118,190,6,10,475.816,38.48885,17.90754,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2004,4,109,19,0.0,1.0,0.0,1.0,1430.0
29.85,76.68,92,2006,98,70,7,11,442.095,35.47863,14.12682,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005,2,109,0,0.0,1.0,0.0,1.0,6520.0
29.85,76.68,92,2006,98,70,7,11,442.095,35.47863,14.12682,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005,2,109,0,0.0,1.0,0.0,1.0,6860.0
29.85,76.68,92,2006,26,62,12,5,540.647,39.82014,6.55721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,2,109,25,0.0,1.0,0.0,1.0,4920.0
32.53,-83.85,110,1998,73,0,4,9,683.766,34.86976,10.59911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,2,109,1,0.0,1.0,0.0,1.0,13200.0
32.53,-83.85,110,1998,73,0,4,9,683.766,34.86976,10.59911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,2,109,1,0.0,1.0,0.0,1.0,24900.0
32.53,-83.85,110,1998,73,0,4,9,683.766,34.86976,10.59911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,2,109,1,0.0,1.0,0.0,1.0,15700.0
32.53,-83.85,110,1999,73,0,4,9,659.161,34.95042,12.99181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,3,109,1,0.0,1.0,0.0,1.0,23400.0
32.53,-83.85,110,1999,73,0,4,9,659.161,34.95042,12.99181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,3,109,1,0.0,1.0,0.0,1.0,16600.0
32.53,-83.85,110,1999,73,0,4,9,659.161,34.95042,12.99181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,3,109,1,0.0,1.0,0.0,1.0,25000.0
32.53,-83.85,110,1999,73,0,4,9,659.161,34.95042,12.99181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,3,109,1,0.0,1.0,0.0,1.0,14900.0
32.53,-83.85,110,1999,73,0,4,9,659.161,34.95042,12.99181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,3,109,1,0.0,1.0,0.0,1.0,14000.0
32.53,-83.85,110,2000,73,186,5,11,694.513,35.00684,5.9839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1999,2,109,16,0.0,1.0,0.0,1.0,1009.0
32.53,-83.85,110,2000,73,41,5,11,694.513,35.00684,5.9839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1999,2,109,16,0.0,1.0,0.0,1.0,824.0
32.53,-83.85,110,2000,73,0,5,11,694.513,35.00684,5.9839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1999,2,109,16,1.0,0.0,0.0,1.0,837.0
32.53,-83.85,110,2002,73,41,5,11,654.421,33.47152,4.91611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1999,4,109,16,0.0,1.0,0.0,1.0,509.0
32.53,-83.85,110,2002,73,0,5,11,654.421,33.47152,4.91611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1999,4,109,16,1.0,0.0,0.0,1.0,692.0
32.53,-83.85,110,2002,73,186,5,11,654.421,33.47152,4.91611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1999,4,109,16,0.0,1.0,0.0,1.0,640.0
32.53,-83.85,110,2001,73,50,5,10,624.308,32.96478,8.38367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1999,3,109,16,0.0,1.0,0.0,1.0,2200.0
48.55,-104.83,110,1987,160,202,5,9,438.1187203,28.92859701,6.52936554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,5,96,0,0.0,1.0,0.0,1.0,2405.0
48.55,-104.83,110,1988,160,202,5,9,466.6315686,33.6321696,5.502041117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,6,96,0,0.0,1.0,0.0,1.0,357.0
48.55,-104.83,110,1989,160,202,5,9,448.2887037,32.35229886,5.512164815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,7,96,0,0.0,1.0,0.0,1.0,1273.0
48.55,-104.83,110,1990,160,202,5,9,427.2698006,30.08292512,5.290279265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,8,96,0,0.0,1.0,0.0,1.0,1299.0
48.55,-104.83,110,1993,160,202,5,9,398.4683939,24.7985958,3.616489156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,11,96,0,0.0,1.0,0.0,1.0,2397.0
48.55,-104.83,110,1994,160,202,5,9,452.1681984,29.191865,6.288456578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,12,96,0,0.0,1.0,0.0,1.0,2739.0
48.55,-104.83,110,1995,160,202,5,9,430.4534021,29.48727712,3.99237159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,13,96,0,0.0,1.0,0.0,1.0,108.0
48.55,-104.83,110,1996,160,202,5,9,421.0104294,31.96210701,3.589815201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,14,96,0,0.0,1.0,0.0,1.0,1450.0
48.55,-104.83,110,1997,160,202,5,9,452.2603578,29.54582165,3.809410834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,15,96,0,0.0,1.0,0.0,1.0,1955.0
48.55,-104.83,110,1998,160,202,5,9,434.5457771,31.89607485,4.96073569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,16,96,0,0.0,1.0,0.0,1.0,2636.0
48.55,-104.83,110,1999,160,202,5,9,437.9696101,29.30384876,3.680356344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,17,96,0,0.0,1.0,0.0,1.0,1716.0
48.55,-104.83,110,2001,160,202,5,9,447.3500561,32.03485107,4.037108391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,19,96,0,0.0,1.0,0.0,1.0,2096.0
48.55,-104.83,110,2002,160,202,5,9,427.8275687,31.34914275,0.91901933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,20,96,0,0.0,1.0,0.0,1.0,2193.0
48.55,-104.83,110,2003,160,202,5,9,445.5205607,32.45340458,3.772118378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,21,96,0,0.0,1.0,0.0,1.0,1322.0
48.55,-104.83,110,2004,160,202,5,9,401.3297498,27.78228563,2.247583451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,22,96,0,0.0,1.0,0.0,1.0,3317.0
48.55,-104.83,110,1987,160,202,5,9,438.1187203,28.92859701,6.52936554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,5,96,0,0.0,1.0,0.0,1.0,3283.0
48.55,-104.83,110,1988,160,202,5,9,466.6315686,33.6321696,5.502041117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,6,96,0,0.0,1.0,0.0,1.0,673.0
48.55,-104.83,110,1989,160,202,5,9,448.2887037,32.35229886,5.512164815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,7,96,0,0.0,1.0,0.0,1.0,1682.0
48.55,-104.83,110,1990,160,202,5,9,427.2698006,30.08292512,5.290279265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,8,96,0,0.0,1.0,0.0,1.0,2513.0
48.55,-104.83,110,1993,160,202,5,9,398.4683939,24.7985958,3.616489156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,11,96,0,0.0,1.0,0.0,1.0,3698.0
48.55,-104.83,110,1994,160,202,5,9,452.1681984,29.191865,6.288456578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,12,96,0,0.0,1.0,0.0,1.0,5532.0
48.55,-104.83,110,1995,160,202,5,9,430.4534021,29.48727712,3.99237159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,13,96,0,0.0,1.0,0.0,1.0,106.0
48.55,-104.83,110,1996,160,202,5,9,421.0104294,31.96210701,3.589815201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,14,96,0,0.0,1.0,0.0,1.0,1770.0
48.55,-104.83,110,1997,160,202,5,9,452.2603578,29.54582165,3.809410834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,15,96,0,0.0,1.0,0.0,1.0,4112.0
48.55,-104.83,110,1998,160,202,5,9,434.5457771,31.89607485,4.96073569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,16,96,0,0.0,1.0,0.0,1.0,4859.0
48.55,-104.83,110,1999,160,202,5,9,437.9696101,29.30384876,3.680356344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,17,96,0,0.0,1.0,0.0,1.0,2355.0
48.55,-104.83,110,2001,160,202,5,9,447.3500561,32.03485107,4.037108391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,19,96,0,0.0,1.0,0.0,1.0,3509.0
48.55,-104.83,110,2002,160,202,5,9,427.8275687,31.34914275,0.91901933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,20,96,0,0.0,1.0,0.0,1.0,4224.0
48.55,-104.83,110,2003,160,202,5,9,445.5205607,32.45340458,3.772118378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,21,96,0,0.0,1.0,0.0,1.0,2113.0
48.55,-104.83,110,2004,160,202,5,9,401.3297498,27.78228563,2.247583451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1983,22,96,0,0.0,1.0,0.0,1.0,5509.0
47.17,-118.31,117,1996,46,206,4,8,435.046,33.13527,4.64366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1996,1,6,0,0.0,1.0,0.0,1.0,3811.0
47.17,-118.31,117,1996,46,206,4,8,435.046,33.13527,4.64366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,1,14,0,0.0,1.0,0.0,1.0,3049.0
47.17,-118.31,117,1997,55,210,4,8,442.186,32.18024,2.81345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1996,2,12,0,0.0,1.0,0.0,1.0,4323.0
47.17,-118.31,117,1997,55,210,4,8,442.186,32.18024,2.81345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,2,24,0,0.0,1.0,0.0,1.0,3830.0
38.47,-101.75,117,1991,94,214,6,10,429.029,33.63147,2.32635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,1,109,0,0.0,1.0,1.0,0.0,2460.0
38.47,-101.75,117,1993,104,214,6,10,430.538,31.45011,2.0708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,3,109,0,0.0,1.0,1.0,0.0,4260.0
38.47,-101.75,117,1994,86,214,6,10,459.766,33.00143,3.86544,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,4,109,0,0.0,1.0,1.0,0.0,3570.0
38.47,-101.75,117,1995,107,214,6,10,445.553,34.37559,1.48564,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,5,109,0,0.0,1.0,1.0,0.0,3700.0
38.47,-101.75,117,1996,105,214,6,10,440.225,31.50227,3.18016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,6,109,0,0.0,1.0,1.0,0.0,7480.0
38.47,-101.75,117,1997,114,214,6,10,440.272,32.74441,3.22061,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,7,109,0,0.0,1.0,1.0,0.0,7220.0
38.47,-101.75,117,1998,103,214,6,10,458.887,32.30233,4.57534,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,8,109,0,0.0,1.0,1.0,0.0,8190.0
38.47,-101.75,117,1999,108,214,6,10,456.42,33.77251,1.96164,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,9,109,0,0.0,1.0,1.0,0.0,6200.0
38.47,-101.75,117,2000,81,214,6,10,444.607,34.84894,5.13622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,10,109,0,0.0,1.0,1.0,0.0,3180.0
38.47,-101.75,117,2001,85,214,6,10,457.474,35.40642,2.55199,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,11,109,0,0.0,1.0,1.0,0.0,4010.0
38.47,-101.75,117,2003,90,214,6,10,444.891,36.27331,4.5889,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,13,109,0,0.0,1.0,1.0,0.0,2300.0
38.47,-101.75,117,2004,88,214,6,10,416.448,30.00336,4.57226,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,14,109,0,0.0,1.0,1.0,0.0,7390.0
38.47,-101.75,117,2005,82,214,6,10,447.426,34.57578,4.69112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,15,109,0,0.0,1.0,1.0,0.0,3840.0
38.47,-101.75,117,2006,113,214,6,10,428.671,33.93218,3.23813,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,16,109,0,0.0,1.0,1.0,0.0,1800.0
38.47,-101.75,117,2007,91,214,6,10,458.892,34.3966,4.54105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,17,109,0,0.0,1.0,1.0,0.0,3800.0
38.47,-101.75,117,2008,115,214,6,10,409.838,35.22145,3.56899,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,18,109,0,0.0,1.0,1.0,0.0,2480.0
38.47,-101.75,117,2009,92,214,6,10,420.117,32.17285,0.45257,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,19,109,0,0.0,1.0,1.0,0.0,4540.0
38.47,-101.75,117,2010,83,214,6,10,464.93,33.82559,3.68195,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,20,109,0,0.0,1.0,1.0,0.0,5290.0
38.47,-101.75,117,2011,87,214,6,10,452.803,36.90385,3.52237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,21,109,0,0.0,1.0,1.0,0.0,7100.0
38.47,-101.75,117,2013,95,214,6,10,433.286,33.38652,2.51878,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,23,109,0,0.0,1.0,1.0,0.0,4910.0
38.47,-101.75,117,2014,112,214,6,10,441.087,33.26692,4.09817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,24,109,0,0.0,1.0,1.0,0.0,5880.0
38.47,-101.75,117,2015,109,214,6,10,469.964,33.46288,5.63496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,25,109,0,0.0,1.0,1.0,0.0,6420.0
38.47,-101.75,117,1990,145,198,10,7,614.157,33.63147,-11.19496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,0,109,0,0.0,1.0,1.0,0.0,1010.0
38.47,-101.75,117,1992,132,198,10,7,579.159,31.45011,-10.67444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,2,109,0,0.0,1.0,1.0,0.0,3910.0
38.47,-101.75,117,1993,153,198,10,7,625.894,33.00143,-9.8968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,3,109,0,0.0,1.0,1.0,0.0,3060.0
38.47,-101.75,117,1994,17,198,10,7,607.896,32.44497,-7.36039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,4,109,0,0.0,1.0,1.0,0.0,3790.0
38.47,-101.75,117,1995,135,198,10,7,623.853,31.50227,-11.5869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,5,109,0,0.0,1.0,1.0,0.0,1740.0
38.47,-101.75,117,1996,148,198,10,7,606.407,32.74441,-10.00843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,6,109,0,0.0,1.0,1.0,0.0,3470.0
38.47,-101.75,117,1997,130,198,10,7,631.237,32.30233,-6.06442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,7,109,0,0.0,1.0,1.0,0.0,4290.0
38.47,-101.75,117,1998,131,198,10,7,642.501,33.77251,-8.08289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,8,109,0,0.0,1.0,1.0,0.0,5550.0
38.47,-101.75,117,1999,136,198,10,7,643.855,33.54782,-7.51384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,9,109,0,0.0,1.0,1.0,0.0,2950.0
38.47,-101.75,117,2000,144,198,10,7,633.49,35.40642,-10.03805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,10,109,0,0.0,1.0,1.0,0.0,2060.0
38.47,-101.75,117,2002,142,198,10,7,614.012,36.27331,-8.16691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,12,109,0,0.0,1.0,1.0,0.0,2000.0
38.47,-101.75,117,2003,133,198,10,7,610.035,30.00336,-8.60391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,13,109,0,0.0,1.0,1.0,0.0,260.0
38.47,-101.75,117,2004,139,198,10,7,629.957,34.57578,-6.77493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,14,109,0,0.0,1.0,1.0,0.0,2610.0
38.47,-101.75,117,2005,138,198,10,7,622.367,33.93218,-9.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,15,109,0,0.0,1.0,1.0,0.0,1070.0
38.47,-101.75,117,2006,137,198,10,7,632.072,33.5179,-13.23112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,16,109,0,0.0,1.0,1.0,0.0,3440.0
38.47,-101.75,117,2007,18,198,10,7,597.119,35.22145,-9.65184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,17,109,0,0.0,1.0,1.0,0.0,580.0
38.47,-101.75,117,2008,141,198,10,7,604.44,32.17285,-9.86953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,18,109,0,0.0,1.0,1.0,0.0,1480.0
38.47,-101.75,117,2009,140,198,10,7,624.418,33.65363,-11.15822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,19,109,0,0.0,1.0,1.0,0.0,3360.0
38.47,-101.75,117,2010,19,198,10,7,580.078,36.90385,-10.42172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,20,109,0,0.0,1.0,1.0,0.0,1340.0
38.47,-101.75,117,2011,134,198,10,7,639.702,37.29877,-8.3716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,21,109,0,0.0,1.0,1.0,0.0,310.0
38.47,-101.75,117,2013,147,198,10,7,625.824,31.66815,-10.06703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,23,109,0,0.0,1.0,1.0,0.0,1180.0
38.47,-101.75,117,2014,143,198,10,7,648.286,33.46288,-7.64486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,24,109,0,0.0,1.0,1.0,0.0,550.0
38.47,-101.77,117,1991,75,0,6,10,421.086,33.29476,1.94914,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,1,109,0,0.0,1.0,0.0,1.0,2634.0
38.47,-101.77,117,1993,75,0,6,10,424.729,32.67221,1.75084,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,3,109,0,0.0,1.0,0.0,1.0,5645.0
38.47,-101.77,117,1994,75,0,6,10,454.686,33.42978,3.3038,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,4,109,0,0.0,1.0,0.0,1.0,5018.0
38.47,-101.77,117,1995,75,0,6,10,437.977,35.30634,0.80179,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,5,109,0,0.0,1.0,0.0,1.0,3700.0
38.47,-101.77,117,1992,126,0,9,7,643.936,32.67221,-11.12028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,2,109,0,0.0,1.0,0.0,1.0,2486.0
38.47,-101.77,117,1993,126,0,9,7,686.973,33.42978,-9.89937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,3,109,0,0.0,1.0,0.0,1.0,4099.0
38.47,-101.77,117,1994,126,0,9,7,670.192,33.07661,-7.79064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,4,109,0,0.0,1.0,0.0,1.0,3494.0
38.47,-101.77,117,1995,126,0,9,7,678.662,32.00468,-11.98047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1991,5,109,0,0.0,1.0,0.0,1.0,3158.0
37.88,-94.9,117,1997,102,49,6,10,487.475,30.98792,9.54663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997,1,109,0,0.0,1.0,0.0,1.0,7200.0
37.88,-94.9,117,1999,100,49,6,10,484.905,33.4517,7.03262,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997,3,109,0,0.0,1.0,0.0,1.0,5100.0
37.88,-94.9,117,1997,126,49,10,7,699.501,31.57006,-2.84226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1997,1,109,0,0.0,1.0,0.0,1.0,2200.0
