Latitude,Longitude,Soil information recorded in the paper,Sowing year,Crop growing season recorded in the paper,N input rates with the unit kg N ha-1 (details),Sowing month,Harvesting month,E,Tmax,Tmin,Crop_barley.winter,Crop_cotton,Crop_maize,Crop_rice,Crop_sorghum,Crop_soybean,Crop_sunflower,Crop_wheat.spring,Crop_wheat.winter,Crop sequence (details)_1,N input_No,N input_Yes,ST_Silt loam,Initial year of NT practice ( or first year of experiment if missing),Years since NT started (yrs),Residue management of previous crop in NT (details),Water applied in NT,Fertilization NT_No,Fertilization NT_Yes,Irrigation NT_No,Irrigation NT_Yes,Yield of NT
34.03,-83.42,110,2002,31,0,11,6,556.647,28.63061,-0.94933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2002,1,165,0,0.0,1.0,0.0,1.0,2780.0
34.03,-83.42,110,2002,31,0,11,6,556.647,28.63061,-0.94933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2002,1,65,0,0.0,1.0,0.0,1.0,2650.0
34.03,-83.42,110,2003,31,0,11,6,593.177,29.69283,-0.80448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2002,2,165,0,0.0,1.0,0.0,1.0,2580.0
34.03,-83.42,110,2003,31,0,11,6,593.177,29.69283,-0.80448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2002,2,65,0,0.0,1.0,0.0,1.0,2070.0
34.03,-83.42,110,2004,31,0,11,6,555.58,28.72263,0.12194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2002,3,165,0,0.0,1.0,0.0,1.0,2850.0
34.03,-83.42,110,2004,31,0,11,6,555.58,28.72263,0.12194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2002,3,65,0,0.0,1.0,0.0,1.0,2660.0
30.83,75.87,112,1986,26,0,12,5,566.012,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1985,2,71,0,0.0,1.0,0.0,1.0,1200.0
30.83,75.87,112,1986,26,173,12,5,566.012,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1985,2,71,0,0.0,1.0,0.0,1.0,3200.0
30.83,75.87,112,1986,26,15,12,5,566.012,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1985,2,71,0,0.0,1.0,0.0,1.0,3600.0
30.83,75.87,112,1986,26,15,12,5,566.012,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1985,2,71,0,0.0,1.0,0.0,1.0,3500.0
30.83,75.87,112,1986,26,173,12,5,566.012,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1985,2,71,0,0.0,1.0,0.0,1.0,3200.0
30.83,75.87,112,1986,26,173,12,5,566.012,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1985,2,71,0,0.0,1.0,0.0,1.0,2800.0
30.83,75.87,112,1986,26,15,12,5,566.012,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1985,2,71,0,0.0,1.0,0.0,1.0,3300.0
30.83,75.87,112,1986,26,15,12,5,566.012,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1985,2,71,0,0.0,1.0,0.0,1.0,3200.0
30.83,75.87,112,1986,26,0,12,5,566.012,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1985,2,71,0,0.0,1.0,0.0,1.0,900.0
30.83,75.87,112,1986,26,173,12,5,566.012,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1985,2,71,0,0.0,1.0,0.0,1.0,2400.0
30.83,75.87,112,1986,26,0,12,5,566.012,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1985,2,71,0,0.0,1.0,0.0,1.0,900.0
40.52,-75.78,87,1994,99,58,5,11,531.951,30.80421,4.20473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1988,7,60,0,0.0,1.0,0.0,1.0,7805.0
40.52,-75.78,87,1994,99,0,5,11,531.951,30.80421,4.20473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1988,7,60,0,1.0,0.0,0.0,1.0,1600.0
40.52,-75.78,117,1992,8,197,9,7,663.805,30.81367,-6.75591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1988,5,60,0,0.0,1.0,0.0,1.0,4062.0
40.52,-75.78,117,1992,8,0,9,7,663.805,30.81367,-6.75591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1988,5,60,0,1.0,0.0,0.0,1.0,1981.0
29.07,77.77,110,2000,29,41,11,2,257.74,28.51988,6.73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1998,3,109,7,0.0,1.0,0.0,1.0,5450.0
29.07,77.77,110,2000,29,41,11,2,257.74,28.51988,6.73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1998,3,109,7,0.0,1.0,0.0,1.0,5330.0
29.07,77.77,110,1998,29,41,11,2,258.778,27.36826,8.27173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1998,1,109,7,0.0,1.0,0.0,1.0,3060.0
29.07,77.77,110,1998,29,41,11,2,258.778,27.36826,8.27173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1998,1,109,7,0.0,1.0,0.0,1.0,2870.0
29.07,77.77,110,1998,29,41,11,2,258.778,27.36826,8.27173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1998,1,109,7,0.0,1.0,0.0,1.0,3200.0
29.07,77.77,110,2000,29,41,11,2,257.74,28.51988,6.73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1998,3,109,7,0.0,1.0,0.0,1.0,6020.0
29.07,77.77,110,1998,73,41,11,2,258.778,27.36826,8.27173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1998,1,54,0,0.0,1.0,0.0,1.0,3740.0
29.07,77.77,110,1998,73,41,11,2,258.778,27.36826,8.27173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1998,1,91,0,0.0,1.0,0.0,1.0,3540.0
29.07,77.77,110,1998,73,41,11,2,258.778,27.36826,8.27173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1998,1,91,0,0.0,1.0,0.0,1.0,3960.0
29.07,77.77,110,2000,73,41,11,2,257.74,28.51988,6.73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1998,3,54,0,0.0,1.0,0.0,1.0,5420.0
29.07,77.77,110,2000,73,41,11,2,257.74,28.51988,6.73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1998,3,91,0,0.0,1.0,0.0,1.0,5250.0
29.07,77.77,110,2000,73,41,11,2,257.74,28.51988,6.73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1998,3,91,0,0.0,1.0,0.0,1.0,5700.0
44.35,-85.58,118,1994,75,0,5,10,482.936,26.31093,4.89815,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1988,7,109,0,0.0,1.0,0.0,1.0,2860.0
44.35,-85.58,118,1997,75,0,5,10,445.305,26.93364,3.10404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1988,10,109,0,0.0,1.0,0.0,1.0,2040.0
44.35,-85.58,118,2000,75,0,5,10,458.427,25.54588,4.34885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1988,13,109,0,0.0,1.0,0.0,1.0,2920.0
44.35,-85.58,118,2003,75,0,5,10,472.668,25.81871,2.25784,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1988,16,109,0,0.0,1.0,0.0,1.0,1870.0
44.35,-85.58,118,2006,75,0,5,10,478.747,27.71552,1.70593,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1988,19,109,0,0.0,1.0,0.0,1.0,3600.0
29.02,77.75,110,2006,73,62,7,11,450.584,35.00947,13.85652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002,5,4,0,0.0,1.0,0.0,1.0,6610.0
29.02,77.75,110,2007,73,62,7,11,439.466,34.85366,12.72313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002,6,4,0,0.0,1.0,0.0,1.0,7010.0
29.02,77.75,110,2008,73,62,7,11,431.871,34.13989,13.04172,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002,7,4,0,0.0,1.0,0.0,1.0,6130.0
29.02,77.75,110,2009,73,62,7,11,433.603,36.16642,13.17497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002,8,4,0,0.0,1.0,0.0,1.0,6960.0
29.02,77.75,110,2008,26,62,11,2,268.498,28.68735,9.30439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2002,7,4,0,0.0,1.0,0.0,1.0,6250.0
31.53,75.91,110,1994,118,158,6,10,503.851,40.23806,15.81546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,2,91,0,0.0,1.0,1.0,0.0,2600.0
31.53,75.91,110,1995,118,158,6,10,525.754,40.72791,18.32898,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,3,91,0,0.0,1.0,1.0,0.0,3300.0
31.53,75.91,110,1996,118,158,6,10,519.729,36.08873,16.77941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,4,91,0,0.0,1.0,1.0,0.0,2900.0
31.53,75.91,110,1997,118,158,6,10,508.436,36.97631,16.75304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,5,91,0,0.0,1.0,1.0,0.0,3000.0
31.53,75.91,110,1998,118,158,6,10,542.553,38.09358,19.64371,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,6,91,0,0.0,1.0,1.0,0.0,3100.0
31.53,75.91,110,1994,118,158,6,10,503.851,40.23806,15.81546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,2,109,0,0.0,1.0,1.0,0.0,2600.0
31.53,75.91,110,1995,118,158,6,10,525.754,40.72791,18.32898,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,3,109,0,0.0,1.0,1.0,0.0,3700.0
31.53,75.91,110,1996,118,158,6,10,519.729,36.08873,16.77941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,4,109,0,0.0,1.0,1.0,0.0,3700.0
31.53,75.91,110,1997,118,158,6,10,508.436,36.97631,16.75304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,5,109,0,0.0,1.0,1.0,0.0,3900.0
31.53,75.91,110,1998,118,158,6,10,542.553,38.09358,19.64371,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,6,109,0,0.0,1.0,1.0,0.0,4000.0
31.53,75.91,110,1993,29,41,12,5,544.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,1,91,0,0.0,1.0,1.0,0.0,1200.0
31.53,75.91,110,1993,29,208,12,5,544.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,1,91,0,0.0,1.0,1.0,0.0,1100.0
31.53,75.91,110,1993,29,70,12,5,544.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,1,91,0,0.0,1.0,1.0,0.0,900.0
31.53,75.91,110,1993,29,157,12,5,544.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,1,91,0,0.0,1.0,1.0,0.0,800.0
31.53,75.91,110,1993,29,0,12,5,544.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1993,1,91,0,1.0,0.0,1.0,0.0,400.0
31.53,75.91,110,1993,29,41,12,5,544.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,1,109,0,0.0,1.0,1.0,0.0,1300.0
31.53,75.91,110,1993,29,208,12,5,544.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,1,109,0,0.0,1.0,1.0,0.0,1500.0
31.53,75.91,110,1993,29,70,12,5,544.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,1,109,0,0.0,1.0,1.0,0.0,1200.0
31.53,75.91,110,1993,29,157,12,5,544.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,1,109,0,0.0,1.0,1.0,0.0,1500.0
31.53,75.91,110,1993,29,0,12,5,544.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1993,1,109,0,1.0,0.0,1.0,0.0,800.0
31.53,75.91,110,1994,29,208,12,5,554.949,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,2,91,0,0.0,1.0,1.0,0.0,1900.0
31.53,75.91,110,1994,29,41,12,5,554.949,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,2,91,0,0.0,1.0,1.0,0.0,1400.0
31.53,75.91,110,1994,29,157,12,5,554.949,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,2,91,0,0.0,1.0,1.0,0.0,1500.0
31.53,75.91,110,1994,29,70,12,5,554.949,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,2,91,0,0.0,1.0,1.0,0.0,1100.0
31.53,75.91,110,1994,29,0,12,5,554.949,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1993,2,91,0,1.0,0.0,1.0,0.0,800.0
31.53,75.91,110,1994,29,208,12,5,554.949,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,2,109,0,0.0,1.0,1.0,0.0,1600.0
31.53,75.91,110,1994,29,41,12,5,554.949,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,2,109,0,0.0,1.0,1.0,0.0,1400.0
31.53,75.91,110,1994,29,157,12,5,554.949,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,2,109,0,0.0,1.0,1.0,0.0,1200.0
31.53,75.91,110,1994,29,70,12,5,554.949,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,2,109,0,0.0,1.0,1.0,0.0,1400.0
31.53,75.91,110,1994,29,0,12,5,554.949,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1993,2,109,0,1.0,0.0,1.0,0.0,1000.0
31.53,75.91,110,1995,29,41,12,5,544.044,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,3,91,0,0.0,1.0,1.0,0.0,800.0
31.53,75.91,110,1995,29,208,12,5,544.044,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,3,91,0,0.0,1.0,1.0,0.0,900.0
31.53,75.91,110,1995,29,157,12,5,544.044,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,3,91,0,0.0,1.0,1.0,0.0,700.0
31.53,75.91,110,1995,29,70,12,5,544.044,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,3,91,0,0.0,1.0,1.0,0.0,700.0
31.53,75.91,110,1995,29,0,12,5,544.044,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1993,3,91,0,1.0,0.0,1.0,0.0,400.0
31.53,75.91,110,1995,29,41,12,5,544.044,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,3,109,0,0.0,1.0,1.0,0.0,900.0
31.53,75.91,110,1995,29,208,12,5,544.044,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,3,109,0,0.0,1.0,1.0,0.0,1000.0
31.53,75.91,110,1995,29,157,12,5,544.044,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,3,109,0,0.0,1.0,1.0,0.0,800.0
31.53,75.91,110,1995,29,70,12,5,544.044,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,3,109,0,0.0,1.0,1.0,0.0,900.0
31.53,75.91,110,1995,29,0,12,5,544.044,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1993,3,109,0,1.0,0.0,1.0,0.0,700.0
31.53,75.91,110,1996,29,41,12,5,543.395,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,4,91,0,0.0,1.0,1.0,0.0,1200.0
31.53,75.91,110,1996,29,157,12,5,543.395,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,4,91,0,0.0,1.0,1.0,0.0,1100.0
31.53,75.91,110,1996,29,208,12,5,543.395,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,4,91,0,0.0,1.0,1.0,0.0,1400.0
31.53,75.91,110,1996,29,70,12,5,543.395,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,4,91,0,0.0,1.0,1.0,0.0,800.0
31.53,75.91,110,1996,29,0,12,5,543.395,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1993,4,91,0,1.0,0.0,1.0,0.0,500.0
31.53,75.91,110,1996,29,41,12,5,543.395,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,4,109,0,0.0,1.0,1.0,0.0,1800.0
31.53,75.91,110,1996,29,157,12,5,543.395,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,4,109,0,0.0,1.0,1.0,0.0,1500.0
31.53,75.91,110,1996,29,208,12,5,543.395,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,4,109,0,0.0,1.0,1.0,0.0,2300.0
31.53,75.91,110,1996,29,70,12,5,543.395,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,4,109,0,0.0,1.0,1.0,0.0,1700.0
31.53,75.91,110,1996,29,0,12,5,543.395,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1993,4,109,0,1.0,0.0,1.0,0.0,1100.0
31.53,75.91,110,1997,29,208,12,5,569.092,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,5,91,0,0.0,1.0,1.0,0.0,3300.0
31.53,75.91,110,1997,29,41,12,5,569.092,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,5,91,0,0.0,1.0,1.0,0.0,3100.0
31.53,75.91,110,1997,29,70,12,5,569.092,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,5,91,0,0.0,1.0,1.0,0.0,2900.0
31.53,75.91,110,1997,29,157,12,5,569.092,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,5,91,0,0.0,1.0,1.0,0.0,2400.0
31.53,75.91,110,1997,29,0,12,5,569.092,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1993,5,91,0,1.0,0.0,1.0,0.0,800.0
31.53,75.91,110,1997,29,208,12,5,569.092,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,5,109,0,0.0,1.0,1.0,0.0,4500.0
31.53,75.91,110,1997,29,41,12,5,569.092,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,5,109,0,0.0,1.0,1.0,0.0,3700.0
31.53,75.91,110,1997,29,70,12,5,569.092,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,5,109,0,0.0,1.0,1.0,0.0,3200.0
31.53,75.91,110,1997,29,157,12,5,569.092,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1993,5,109,0,0.0,1.0,1.0,0.0,3200.0
31.53,75.91,110,1997,29,0,12,5,569.092,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1993,5,109,0,1.0,0.0,1.0,0.0,2000.0
52.58,0.87,91,2013,154,0,10,7,367.736,23.45141,3.30704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2013,1,109,0,0.0,1.0,0.0,1.0,11020.0
52.58,0.87,92,2014,154,0,10,7,361.298,22.17272,1.20924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2013,2,109,0,0.0,1.0,0.0,1.0,11020.0
52.58,0.87,91,2015,154,0,10,7,370.071,22.84738,2.17984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2013,3,109,0,0.0,1.0,0.0,1.0,8710.0
-17.62,31.17,66,2015,27,216,12,5,676.238,27.26348,6.70592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2009,7,108,0,0.0,1.0,0.0,1.0,2990.0
20.73,-101.32,79,2008,73,0,5,11,710.877,32.77286,12.24747,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002,7,109,0,0.0,1.0,0.0,1.0,10500.0
20.73,-101.32,79,2008,73,0,5,11,710.877,32.77286,12.24747,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002,7,109,0,0.0,1.0,0.0,1.0,10500.0
42.4,-85.4,61,1989,73,220,5,11,513.84,28.76993,-0.26978,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1989,1,109,0,0.0,1.0,0.0,1.0,8127.0
42.4,-85.4,61,1991,73,220,5,11,538.818,29.00605,-1.22915,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1989,3,109,0,0.0,1.0,0.0,1.0,8039.0
42.4,-85.4,61,1993,73,220,5,11,492.824,27.99839,-0.03682,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1989,5,109,0,0.0,1.0,0.0,1.0,7076.0
42.4,-85.4,61,1996,73,220,5,11,498.86,28.44979,-2.4774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1989,8,109,0,0.0,1.0,0.0,1.0,4053.0
42.4,-85.4,61,1999,73,220,5,11,544.982,30.02138,0.78582,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1989,11,109,0,0.0,1.0,0.0,1.0,3801.0
42.4,-85.4,61,2002,73,220,5,11,533.166,29.986,-0.87763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1989,14,109,0,0.0,1.0,0.0,1.0,5323.0
42.4,-85.4,61,1990,73,0,5,10,493.419,26.92951,5.23138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1989,2,109,0,0.0,1.0,0.0,1.0,2957.0
