Latitude,Longitude,Soil information recorded in the paper,Sowing year,Crop growing season recorded in the paper,N input rates with the unit kg N ha-1 (details),Relative yield change,Sowing month,Harvesting month,E,PB,Tmax,Tmin,Crop_barley.winter,Crop_cotton,Crop_maize,Crop_rice,Crop_sorghum,Crop_soybean,Crop_sunflower,Crop_wheat.spring,Crop_wheat.winter,Crop sequence (details)_1,N input_No,N input_Yes,ST_Clay loam,ST_Silt loam,Water applied in CT,Fertilization CT _No,Fertilization CT _Yes,Irrigation CT_No,Irrigation CT_Yes,Yield of CT
-14.93,34.88,86,2010,26,0,0.5969,10,5,929.3934267,-67.493,28.98434041,16.10986427,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,2550.0
-14.97,34.73,86,2008,26,0,0.7911,12,5,630.7558451,330.444,25.05818422,15.08641692,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,2418.0
-14.97,34.73,86,2009,26,0,0.7111,12,5,642.9647165,278.735,26.41750016,15.21808649,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,2665.0
-14.97,34.73,86,2010,26,0,0.3215,12,5,659.9085916,154.191,25.03714285,15.51644405,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,2482.0
40.15,-103.15,117,1992,123,153,0.5,9,7,608.436,-252.736,29.84061,-11.74617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2540.0
40.15,-103.15,117,1993,123,153,0.1444,9,7,634.618,-267.318,31.06044,-8.83371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1385.0
40.15,-103.15,117,1994,123,153,0.2062,9,7,621.364,-52.964,30.24864,-7.21116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2255.0
40.15,-103.15,117,1995,123,153,0.9185,9,7,647.94,-161.339,29.22616,-11.65825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1840.0
40.15,-103.15,117,1996,123,153,0.6098,9,7,638.728,-182.728,31.15953,-9.91188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2140.0
40.15,-103.15,117,1997,123,153,0.2097,9,7,646.077,-226.377,29.86537,-7.93096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1645.0
40.15,-103.15,117,1998,123,153,0.327,9,7,653.766,-144.466,31.38359,-10.10253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2355.0
40.15,-103.15,117,1999,123,153,0.4595,9,7,659.437,-325.837,32.59679,-7.97563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1480.0
40.15,-103.15,117,2000,123,153,0.123,9,7,645.468,-162.068,32.95001,-10.75148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3495.0
40.1,-88.9,121,1994,73,0,-0.0279,5,10,543.728,-69.328,30.07007,7.84272,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2185.0
40.1,-88.9,121,1994,73,0,-0.0543,5,10,543.728,-69.328,30.07007,7.84272,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3299.0
40.1,-88.9,121,1996,73,0,0.0458,5,10,534.665,-3.065,29.80985,6.36663,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3098.0
40.1,-88.9,121,1996,73,0,0.0048,5,10,534.665,-3.065,29.80985,6.36663,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2309.0
40.1,-88.9,121,1998,73,0,-0.0046,5,10,538.17,112.13,29.38872,7.777,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2852.0
40.1,-88.9,121,1998,73,0,-0.0103,5,10,538.17,112.13,29.38872,7.777,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2130.0
40.1,-88.9,121,1999,73,0,-0.0309,5,10,555.246,-34.946,31.96114,5.5474,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3045.0
40.1,-88.9,121,1999,73,0,-0.0396,5,10,555.246,-34.946,31.96114,5.5474,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2578.0
40.1,-88.9,121,2000,73,0,-0.094,5,10,531.883,47.517,29.50839,8.16002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1936.0
40.1,-88.9,121,2000,73,0,-0.1735,5,10,531.883,47.517,29.50839,8.16002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2271.0
37.99,-100.82,117,1987,100,166,0.4045,6,10,457.939,-226.739,32.83991,4.51354,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3090.0
37.99,-100.82,117,1989,100,166,0.0936,6,10,443.444,-44.044,31.81055,5.42173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,5660.0
37.99,-100.82,117,1990,100,166,0.1166,6,10,464.787,-188.487,33.53465,4.87562,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3260.0
37.99,-100.82,117,1991,100,166,0.6227,6,10,449.491,-175.091,34.54738,3.92343,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2730.0
37.99,-100.82,117,1987,14,197,-0.2398,10,7,632.338,-387.838,34.02797,-9.2671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1710.0
37.99,-100.82,117,1988,14,197,0.8889,10,7,638.391,-115.391,31.81055,-9.15753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,810.0
37.99,-100.82,117,1989,14,197,-0.1885,10,7,643.36,-157.36,33.52074,-9.03114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3820.0
37.99,-100.82,117,1987,14,197,-0.0077,10,7,632.338,-387.838,34.02797,-9.2671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1300.0
37.99,-100.82,117,1988,14,197,0.166,10,7,638.391,-115.391,31.81055,-9.15753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2470.0
37.99,-100.82,117,1989,14,197,0.0242,10,7,643.36,-157.36,33.52074,-9.03114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3300.0
37.99,-100.82,117,1991,80,0,2.7018,5,10,555.808,-206.208,34.54738,3.92343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,627.0
37.99,-100.82,117,1991,80,0,1.4446,5,10,555.808,-206.208,34.54738,3.92343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1129.0
37.99,-100.82,117,1991,80,0,1.1049,5,10,555.808,-206.208,34.54738,3.92343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1192.0
37.99,-100.82,117,1991,80,0,1.0558,5,10,555.808,-206.208,34.54738,3.92343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1129.0
37.99,-100.82,117,1991,80,0,0.8801,5,10,555.808,-206.208,34.54738,3.92343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1568.0
37.99,-100.82,117,1991,80,0,0.7504,5,10,555.808,-206.208,34.54738,3.92343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1254.0
37.99,-100.82,117,1991,80,0,0.6429,5,10,555.808,-206.208,34.54738,3.92343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1756.0
37.99,-100.82,117,1991,80,0,0.4288,5,10,555.808,-206.208,34.54738,3.92343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1756.0
37.99,-100.82,117,1993,80,0,0.2593,5,10,572.642,-208.642,31.78592,3.43443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,5080.0
37.99,-100.82,117,1993,80,0,0.1899,5,10,572.642,-208.642,31.78592,3.43443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,4955.0
37.99,-100.82,117,1993,80,0,0.1628,5,10,572.642,-208.642,31.78592,3.43443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,5394.0
37.99,-100.82,117,1993,80,0,0.1187,5,10,572.642,-208.642,31.78592,3.43443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,6335.0
37.99,-100.82,117,1993,80,0,0.1054,5,10,572.642,-208.642,31.78592,3.43443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,5958.0
37.99,-100.82,117,1993,80,0,0.0686,5,10,572.642,-208.642,31.78592,3.43443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,6397.0
37.99,-100.82,117,1993,80,0,0.0426,5,10,572.642,-208.642,31.78592,3.43443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,5896.0
37.99,-100.82,117,1993,80,0,-0.0281,5,10,572.642,-208.642,31.78592,3.43443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,4453.0
37.99,-100.82,117,1993,80,0,-0.0611,5,10,572.642,-208.642,31.78592,3.43443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,5143.0
37.99,-100.82,117,1994,80,0,0.7461,5,10,599.818,-209.718,33.81494,5.66872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3951.0
37.99,-100.82,117,1994,80,0,0.5999,5,10,599.818,-209.718,33.81494,5.66872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,4704.0
37.99,-100.82,117,1994,80,0,0.5457,5,10,599.818,-209.718,33.81494,5.66872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,4829.0
37.99,-100.82,117,1994,80,0,0.5217,5,10,599.818,-209.718,33.81494,5.66872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,4328.0
37.99,-100.82,117,1994,80,0,0.3333,5,10,599.818,-209.718,33.81494,5.66872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,4516.0
37.99,-100.82,117,1994,80,0,0.297,5,10,599.818,-209.718,33.81494,5.66872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,4014.0
37.99,-100.82,117,1994,80,0,0.2466,5,10,599.818,-209.718,33.81494,5.66872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,4579.0
37.99,-100.82,117,1994,80,0,0.2179,5,10,599.818,-209.718,33.81494,5.66872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,4892.0
37.99,-100.82,117,1994,80,0,0.2025,5,10,599.818,-209.718,33.81494,5.66872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,5268.0
37.99,-100.82,117,1991,73,213,1.5273,5,10,555.808,-206.208,34.54738,3.92343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1100.0
37.99,-100.82,117,1993,73,213,0.1614,5,10,572.642,-208.642,31.78592,3.43443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,5390.0
37.99,-100.82,117,1994,73,213,0.5941,5,10,599.818,-209.718,33.81494,5.66872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,4730.0
37.99,-100.82,117,1995,73,213,0.4318,5,10,553.211,-176.111,34.49125,2.97303,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,4910.0
37.99,-100.82,117,1991,73,213,0.4109,6,10,449.491,-175.091,34.54738,3.92343,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2750.0
37.99,-100.82,117,1993,73,213,-0.0467,6,10,469.59,-157.89,31.78592,3.43443,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,5990.0
37.99,-100.82,117,1994,73,213,0.28,6,10,491.834,-124.434,33.81494,5.66872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,4250.0
37.99,-100.82,117,1995,73,213,0.0392,6,10,469.366,-198.366,34.49125,2.97303,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3060.0
37.99,-100.82,117,1993,98,0,-0.0616,6,10,469.59,-157.89,31.78592,3.43443,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1460.0
37.99,-100.82,117,1994,98,0,0.4896,6,10,491.834,-124.434,33.81494,5.66872,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,960.0
37.99,-100.82,117,1995,98,0,0.2823,6,10,469.366,-198.366,34.49125,2.97303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1240.0
37.99,-100.82,117,1993,98,213,0.0482,6,10,469.59,-157.89,31.78592,3.43443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3530.0
37.99,-100.82,117,1994,98,213,0.3793,6,10,491.834,-124.434,33.81494,5.66872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2030.0
37.99,-100.82,117,1995,98,213,0.133,6,10,469.366,-198.366,34.49125,2.97303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2180.0
35.62,-88.83,117,2015,73,0,-0.0544,6,11,508.3,141.4,32.93875,8.11716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3472.0
35.62,-88.83,117,2015,73,0,-0.0899,6,11,508.3,141.4,32.93875,8.11716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3469.0
-19.58,31.23,108,2000,26,186,-0.2734,12,5,609.681,-84.181,26.21487,8.72521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1792.0
-19.58,31.23,108,2000,26,186,-0.4008,12,5,609.681,-84.181,26.21487,8.72521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1250.0
-19.58,31.23,108,2000,26,186,-0.4798,12,5,609.681,-84.181,26.21487,8.72521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,496.0
-19.58,31.23,108,2000,26,186,0.0824,12,5,609.681,-84.181,26.21487,8.72521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,692.0
-19.58,31.23,108,2001,26,186,-0.2131,12,5,651.133,-210.633,28.11711,9.32528,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1652.0
-19.58,31.23,108,2001,26,186,-0.3939,12,5,651.133,-210.633,28.11711,9.32528,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,495.0
-19.58,31.23,108,2001,26,186,-0.5153,12,5,651.133,-210.633,28.11711,9.32528,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1238.0
-19.58,31.23,108,2001,26,186,-0.7114,12,5,651.133,-210.633,28.11711,9.32528,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1057.0
-19.58,31.23,108,2002,26,186,-0.2,12,5,632.5140128,-257.914,27.22446987,11.45263278,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2500.0
-19.58,31.23,108,2002,26,0,-0.2857,12,5,632.5140128,-257.914,27.22446987,11.45263278,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,2100.0
53.12,-114.47,100,1980,73,11,-0.3196,5,9,370.931,192.169,18.45506,3.3794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,97.0
53.12,-114.47,100,1980,73,11,-0.5167,5,9,370.931,192.169,18.45506,3.3794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,300.0
53.12,-114.47,100,1981,73,11,-0.2409,5,9,391.365,-41.365,24.11698,3.89067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1212.0
53.12,-114.47,100,1981,73,11,-0.2489,5,9,391.365,-41.365,24.11698,3.89067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,679.0
53.12,-114.47,100,1981,73,11,-0.5481,5,9,391.365,-41.365,24.11698,3.89067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2733.0
53.12,-114.47,100,1982,73,11,-0.0524,5,9,367.575,66.625,20.29448,0.96664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1356.0
53.12,-114.47,100,1982,73,11,-0.1804,5,9,367.575,66.625,20.29448,0.96664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1857.0
53.12,-114.47,100,1982,73,11,-0.2463,5,9,367.575,66.625,20.29448,0.96664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1559.0
53.12,-114.47,100,1983,73,11,-0.3995,5,9,376.077,-83.877,23.8801,1.45953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1672.0
53.12,-114.47,100,1983,73,11,-0.5261,5,9,376.077,-83.877,23.8801,1.45953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,920.0
53.12,-114.47,100,1984,73,11,-0.1529,5,9,377.891,-12.891,23.32329,0.81237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2976.0
53.12,-114.47,100,1984,73,11,-0.3459,5,9,377.891,-12.891,23.32329,0.81237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1298.0
53.12,-114.47,100,1984,73,11,-0.446,5,9,377.891,-12.891,23.32329,0.81237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1675.0
53.12,-114.47,100,1987,73,11,-0.1465,5,9,396.722,-42.822,21.46827,1.85623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,3610.0
53.12,-114.47,100,1987,73,11,-0.3096,5,9,396.722,-42.822,21.46827,1.85623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1447.0
53.12,-114.47,100,1987,73,11,-0.3102,5,9,396.722,-42.822,21.46827,1.85623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1196.0
53.12,-114.47,100,1988,73,11,0.0415,5,9,397.465,65.935,20.5253,2.85192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1325.0
53.12,-114.47,100,1988,73,11,-0.0735,5,9,397.465,65.935,20.5253,2.85192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1387.0
53.12,-114.47,100,1988,73,11,-0.1121,5,9,397.465,65.935,20.5253,2.85192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,4130.0
53.12,-114.47,100,1989,73,11,-0.0687,5,9,398.26,26.04,21.98111,1.65268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1484.0
53.12,-114.47,100,1989,73,11,-0.4366,5,9,398.26,26.04,21.98111,1.65268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,465.0
53.12,-114.47,100,1989,73,11,-0.5176,5,9,398.26,26.04,21.98111,1.65268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,512.0
53.12,-114.47,100,1990,73,11,0.23,5,9,389.811,60.489,21.0799,2.61862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1126.0
53.12,-114.47,100,1990,73,11,0.1178,5,9,389.811,60.489,21.0799,2.61862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,985.0
