Latitude,Longitude,Soil information recorded in the paper,Sowing year,Crop growing season recorded in the paper,N input rates with the unit kg N ha-1 (details),Relative yield change,Sowing month,Harvesting month,E,PB,Tmax,Tmin,Crop_barley.winter,Crop_cotton,Crop_maize,Crop_rice,Crop_sorghum,Crop_soybean,Crop_sunflower,Crop_wheat.spring,Crop_wheat.winter,Crop sequence (details)_1,N input_No,N input_Yes,ST_Clay loam,ST_Silt loam,Water applied in CT,Fertilization CT _No,Fertilization CT _Yes,Irrigation CT_No,Irrigation CT_Yes,Yield of CT
34.03,-83.42,110,2002,61,0,-0.3252,5,10,590.656,139.944,32.51623,13.29872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1230.0
34.03,-83.42,110,2002,61,0,-0.5338,5,10,590.656,139.944,32.51623,13.29872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1480.0
34.03,-83.42,110,2003,61,0,0.1377,5,10,586.38,351.02,30.7501,10.46886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,4140.0
34.03,-83.42,110,2003,61,0,0.0107,5,10,586.38,351.02,30.7501,10.46886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3730.0
34.03,-83.42,110,2004,61,0,1.6087,5,10,576.548,272.152,31.83563,13.67549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,460.0
34.03,-83.42,110,2004,61,0,0.0727,5,10,576.548,272.152,31.83563,13.67549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,550.0
34.03,-83.42,110,2002,31,0,0.0109,11,6,556.647,967.853,28.63061,-0.94933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2750.0
34.03,-83.42,110,2002,31,0,0.0076,11,6,556.647,967.853,28.63061,-0.94933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2630.0
34.03,-83.42,110,2003,31,0,-0.1485,11,6,593.177,324.223,29.69283,-0.80448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3030.0
34.03,-83.42,110,2003,31,0,-0.2099,11,6,593.177,324.223,29.69283,-0.80448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2620.0
34.03,-83.42,110,2004,31,0,0.0517,11,6,555.58,740.72,28.72263,0.12194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2710.0
34.03,-83.42,110,2004,31,0,-0.0037,11,6,555.58,740.72,28.72263,0.12194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2670.0
30.83,75.87,112,1986,26,0,0.0,12,5,566.012,-312.712,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1200.0
30.83,75.87,112,1986,26,173,0.0,12,5,566.012,-312.712,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3200.0
30.83,75.87,112,1986,26,15,-0.0526,12,5,566.012,-312.712,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3800.0
30.83,75.87,112,1986,26,15,-0.0541,12,5,566.012,-312.712,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3700.0
30.83,75.87,112,1986,26,173,-0.0588,12,5,566.012,-312.712,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3400.0
30.83,75.87,112,1986,26,173,-0.0968,12,5,566.012,-312.712,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3100.0
30.83,75.87,112,1986,26,15,-0.1316,12,5,566.012,-312.712,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3800.0
30.83,75.87,112,1986,26,15,-0.1795,12,5,566.012,-312.712,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3900.0
30.83,75.87,112,1986,26,0,-0.25,12,5,566.012,-312.712,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1200.0
30.83,75.87,112,1986,26,173,-0.2727,12,5,566.012,-312.712,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3300.0
30.83,75.87,112,1986,26,0,-0.3077,12,5,566.012,-312.712,35.76643,5.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1300.0
40.52,-75.78,87,1994,99,58,-0.1836,5,11,531.951,230.849,30.80421,4.20473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,9560.0
40.52,-75.78,87,1994,99,0,-0.8432,5,11,531.951,230.849,30.80421,4.20473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,10203.0
40.52,-75.78,117,1992,8,197,-0.0787,9,7,663.805,453.595,30.81367,-6.75591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,4409.0
40.52,-75.78,117,1992,8,0,-0.3343,9,7,663.805,453.595,30.81367,-6.75591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,2976.0
29.07,77.77,110,2000,29,41,-0.0455,11,2,257.74,-303.04,28.51988,6.73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7,0.0,1.0,0.0,1.0,5710.0
29.07,77.77,110,2000,29,41,-0.0616,11,2,257.74,-303.04,28.51988,6.73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7,0.0,1.0,0.0,1.0,5680.0
29.07,77.77,110,1998,29,41,-0.1969,11,2,258.778,-277.778,27.36826,8.27173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7,0.0,1.0,0.0,1.0,3810.0
29.07,77.77,110,1998,29,41,-0.2243,11,2,258.778,-277.778,27.36826,8.27173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7,0.0,1.0,0.0,1.0,3700.0
29.07,77.77,110,1998,29,41,-0.3625,11,2,258.778,-277.778,27.36826,8.27173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7,0.0,1.0,0.0,1.0,5020.0
29.07,77.77,110,2000,29,41,-0.0475,11,2,257.74,-303.04,28.51988,6.73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7,0.0,1.0,0.0,1.0,6320.0
29.07,77.77,110,1998,73,41,-0.1158,11,2,258.778,-277.778,27.36826,8.27173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,4230.0
29.07,77.77,110,1998,73,41,-0.1324,11,2,258.778,-277.778,27.36826,8.27173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,4080.0
29.07,77.77,110,1998,73,41,-0.1681,11,2,258.778,-277.778,27.36826,8.27173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,4760.0
29.07,77.77,110,2000,73,41,-0.0217,11,2,257.74,-303.04,28.51988,6.73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,5540.0
29.07,77.77,110,2000,73,41,-0.0223,11,2,257.74,-303.04,28.51988,6.73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,5370.0
29.07,77.77,110,2000,73,41,-0.0189,11,2,257.74,-303.04,28.51988,6.73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,5810.0
44.35,-85.58,118,1994,75,0,-0.0498,5,10,482.936,-41.936,26.31093,4.89815,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,3010.0
44.35,-85.58,118,1997,75,0,0.351,5,10,445.305,-22.805,26.93364,3.10404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1510.0
44.35,-85.58,118,2000,75,0,0.0977,5,10,458.427,15.973,25.54588,4.34885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2660.0
44.35,-85.58,118,2003,75,0,0.1543,5,10,472.668,-6.368,25.81871,2.25784,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1620.0
44.35,-85.58,118,2006,75,0,0.2544,5,10,478.747,137.353,27.71552,1.70593,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2870.0
29.02,77.75,110,2006,73,62,-0.2367,7,11,450.584,-46.184,35.00947,13.85652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,8660.0
29.02,77.75,110,2007,73,62,-0.2025,7,11,439.466,105.034,34.85366,12.72313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,8790.0
29.02,77.75,110,2008,73,62,-0.2338,7,11,431.871,255.329,34.13989,13.04172,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,8000.0
29.02,77.75,110,2009,73,62,-0.13,7,11,433.603,161.797,36.16642,13.17497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,8000.0
29.02,77.75,110,2008,26,62,0.1023,11,2,268.498,-234.198,28.68735,9.30439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,5670.0
31.53,75.91,110,1994,118,158,-0.037,6,10,503.851,-70.851,40.23806,15.81546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,2700.0
31.53,75.91,110,1995,118,158,-0.1538,6,10,525.754,32.546,40.72791,18.32898,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3900.0
31.53,75.91,110,1996,118,158,-0.0645,6,10,519.729,140.871,36.08873,16.77941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3100.0
31.53,75.91,110,1997,118,158,-0.0625,6,10,508.436,117.064,36.97631,16.75304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3200.0
31.53,75.91,110,1998,118,158,-0.0313,6,10,542.553,-37.453,38.09358,19.64371,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3200.0
31.53,75.91,110,1994,118,158,-0.037,6,10,503.851,-70.851,40.23806,15.81546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,2700.0
31.53,75.91,110,1995,118,158,-0.0513,6,10,525.754,32.546,40.72791,18.32898,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3900.0
31.53,75.91,110,1996,118,158,0.1935,6,10,519.729,140.871,36.08873,16.77941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3100.0
31.53,75.91,110,1997,118,158,0.2188,6,10,508.436,117.064,36.97631,16.75304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3200.0
31.53,75.91,110,1998,118,158,0.25,6,10,542.553,-37.453,38.09358,19.64371,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3200.0
31.53,75.91,110,1993,29,41,-0.1429,12,5,544.285,-287.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1400.0
31.53,75.91,110,1993,29,208,-0.3125,12,5,544.285,-287.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1600.0
31.53,75.91,110,1993,29,70,-0.4,12,5,544.285,-287.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1500.0
31.53,75.91,110,1993,29,157,-0.4286,12,5,544.285,-287.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1400.0
31.53,75.91,110,1993,29,0,-0.6364,12,5,544.285,-287.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1100.0
31.53,75.91,110,1993,29,41,-0.0714,12,5,544.285,-287.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1400.0
31.53,75.91,110,1993,29,208,-0.0625,12,5,544.285,-287.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1600.0
31.53,75.91,110,1993,29,70,-0.2,12,5,544.285,-287.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1500.0
31.53,75.91,110,1993,29,157,0.0714,12,5,544.285,-287.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1400.0
31.53,75.91,110,1993,29,0,-0.2727,12,5,544.285,-287.285,39.06087,6.23709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1100.0
31.53,75.91,110,1994,29,208,-0.05,12,5,554.949,-350.349,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,2000.0
31.53,75.91,110,1994,29,41,-0.125,12,5,554.949,-350.349,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1600.0
31.53,75.91,110,1994,29,157,-0.2105,12,5,554.949,-350.349,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1900.0
31.53,75.91,110,1994,29,70,-0.2143,12,5,554.949,-350.349,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1400.0
31.53,75.91,110,1994,29,0,-0.2727,12,5,554.949,-350.349,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1100.0
31.53,75.91,110,1994,29,208,-0.2,12,5,554.949,-350.349,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,2000.0
31.53,75.91,110,1994,29,41,-0.125,12,5,554.949,-350.349,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1600.0
31.53,75.91,110,1994,29,157,-0.3684,12,5,554.949,-350.349,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1900.0
31.53,75.91,110,1994,29,70,0.0,12,5,554.949,-350.349,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1400.0
31.53,75.91,110,1994,29,0,-0.0909,12,5,554.949,-350.349,40.09929,6.93552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1100.0
31.53,75.91,110,1995,29,41,0.0,12,5,544.044,-153.544,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,800.0
31.53,75.91,110,1995,29,208,-0.1,12,5,544.044,-153.544,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1000.0
31.53,75.91,110,1995,29,157,-0.125,12,5,544.044,-153.544,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,800.0
31.53,75.91,110,1995,29,70,-0.125,12,5,544.044,-153.544,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,800.0
31.53,75.91,110,1995,29,0,-0.2,12,5,544.044,-153.544,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,500.0
31.53,75.91,110,1995,29,41,0.125,12,5,544.044,-153.544,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,800.0
31.53,75.91,110,1995,29,208,0.0,12,5,544.044,-153.544,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1000.0
31.53,75.91,110,1995,29,157,0.0,12,5,544.044,-153.544,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,800.0
31.53,75.91,110,1995,29,70,0.125,12,5,544.044,-153.544,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,800.0
31.53,75.91,110,1995,29,0,0.4,12,5,544.044,-153.544,38.21095,6.19316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,500.0
31.53,75.91,110,1996,29,41,-0.2,12,5,543.395,-301.195,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1500.0
31.53,75.91,110,1996,29,157,-0.2667,12,5,543.395,-301.195,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1500.0
31.53,75.91,110,1996,29,208,-0.3,12,5,543.395,-301.195,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,2000.0
31.53,75.91,110,1996,29,70,-0.4286,12,5,543.395,-301.195,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1400.0
31.53,75.91,110,1996,29,0,-0.5,12,5,543.395,-301.195,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1000.0
31.53,75.91,110,1996,29,41,0.2,12,5,543.395,-301.195,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1500.0
31.53,75.91,110,1996,29,157,0.0,12,5,543.395,-301.195,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1500.0
31.53,75.91,110,1996,29,208,0.15,12,5,543.395,-301.195,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,2000.0
31.53,75.91,110,1996,29,70,0.2143,12,5,543.395,-301.195,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1400.0
31.53,75.91,110,1996,29,0,0.1,12,5,543.395,-301.195,36.05557,4.67771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1000.0
31.53,75.91,110,1997,29,208,-0.0294,12,5,569.092,-373.692,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3400.0
31.53,75.91,110,1997,29,41,-0.0313,12,5,569.092,-373.692,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3200.0
31.53,75.91,110,1997,29,70,-0.0645,12,5,569.092,-373.692,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3100.0
31.53,75.91,110,1997,29,157,-0.2258,12,5,569.092,-373.692,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3100.0
31.53,75.91,110,1997,29,0,-0.5,12,5,569.092,-373.692,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1600.0
31.53,75.91,110,1997,29,208,0.3235,12,5,569.092,-373.692,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3400.0
31.53,75.91,110,1997,29,41,0.1563,12,5,569.092,-373.692,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3200.0
31.53,75.91,110,1997,29,70,0.0323,12,5,569.092,-373.692,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3100.0
31.53,75.91,110,1997,29,157,0.0323,12,5,569.092,-373.692,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,3100.0
31.53,75.91,110,1997,29,0,0.25,12,5,569.092,-373.692,39.44091,5.65401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1600.0
52.58,0.87,91,2013,154,0,0.0009,10,7,367.736,350.164,23.45141,3.30704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,11010.0
