Crop growing season recorded in the paper,Crop sequence (details)_1,Crop_barley.winter,Crop_cotton,Crop_maize,Crop_rice,Crop_sorghum,Crop_soybean,Crop_sunflower,Crop_wheat.spring,Crop_wheat.winter,E,Fertilization CT _No,Fertilization CT _Yes,Fertilization NT_No,Fertilization NT_Yes,Harvest year,Harvesting month,Initial year of NT practice ( or first year of experiment if missing),Irrigation CT_No,Irrigation CT_Yes,Irrigation NT_No,Irrigation NT_Yes,Journal,Latitude,Longitude,N input rates with the unit kg N ha-1 (details),N input_No,N input_Yes,PB,Relative yield change,Residue management of previous crop in NT (details),ST_Clay loam,ST_Silt loam,Soil cover in NT_No,Soil cover in NT_Yes,Soil information recorded in the paper,Sowing month,Sowing year,Tmax,Tmin,Water applied in CT,Water applied in NT,Year,Years since NT started (yrs),Yield increase with NT_Yes,Yield of CT,Yield of NT
73,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.794,0.0,1.0,0.0,1.0,1994,10,1991,0.0,1.0,0.0,1.0,73,35.62,-88.85,213,0.0,1.0,132.506,0.1565,109,0.0,0.0,0.0,1.0,117,5,1994,31.85601,10.31159,0,0,14,4,1.0,1444.0,1670.0
73,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.794,0.0,1.0,0.0,1.0,1994,10,1991,0.0,1.0,0.0,1.0,73,35.62,-88.85,213,0.0,1.0,132.506,0.1372,109,0.0,0.0,0.0,1.0,117,5,1994,31.85601,10.31159,0,0,14,4,1.0,1421.0,1616.0
73,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.794,0.0,1.0,0.0,1.0,1994,10,1991,0.0,1.0,0.0,1.0,73,35.62,-88.85,213,0.0,1.0,132.506,0.0783,109,0.0,0.0,0.0,1.0,117,5,1994,31.85601,10.31159,0,0,14,4,1.0,1430.0,1542.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.467,0.0,0.0,0.0,0.0,2017,6,2016,0.0,1.0,0.0,1.0,13,-42.63,172.45,7,0.0,0.0,137.833,-0.0106,91,0.0,0.0,1.0,0.0,117,1,2016,22.94055,-0.00344,0,0,36,1,0.0,10400.0,10290.0
59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,334.279,0.0,1.0,0.0,1.0,2009,6,2008,0.0,1.0,0.0,1.0,108,28.18,113.07,199,0.0,1.0,460.021,0.5637,109,1.0,0.0,0.0,1.0,48,3,2009,28.30531,7.22014,0,0,34,2,1.0,2622.0,4100.0
59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,275.726,0.0,1.0,0.0,1.0,2010,6,2008,0.0,1.0,0.0,1.0,108,28.18,113.07,199,0.0,1.0,751.875,1.0624,109,1.0,0.0,0.0,1.0,48,3,2010,24.85573,7.16769,0,0,34,3,1.0,2534.0,5226.0
59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,332.36,0.0,1.0,0.0,1.0,2011,6,2008,0.0,1.0,0.0,1.0,108,28.18,113.07,199,0.0,1.0,269.04,0.8031,109,1.0,0.0,0.0,1.0,48,3,2011,26.42601,4.95323,0,0,34,4,1.0,1864.0,3361.0
157,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,498.86,0.0,1.0,0.0,1.0,1996,11,1988,0.0,1.0,0.0,1.0,17,42.4,-85.4,47,0.0,1.0,46.34,0.1885,109,0.0,0.0,0.0,1.0,3,5,1996,28.44979,-2.4774,0,0,34,9,1.0,3660.0,4350.0
157,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,544.982,0.0,1.0,0.0,1.0,1999,11,1988,0.0,1.0,0.0,1.0,17,42.4,-85.4,47,0.0,1.0,-193.682,0.098,109,0.0,0.0,0.0,1.0,3,5,1999,30.02138,0.78582,0,0,34,12,1.0,3060.0,3360.0
157,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,533.166,0.0,1.0,0.0,1.0,2002,11,1988,0.0,1.0,0.0,1.0,17,42.4,-85.4,47,0.0,1.0,-81.666,0.115,109,0.0,0.0,0.0,1.0,3,5,2002,29.986,-0.87763,0,0,34,15,1.0,6350.0,7080.0
157,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,530.372,0.0,1.0,0.0,1.0,2005,11,1988,0.0,1.0,0.0,1.0,17,42.4,-85.4,47,0.0,1.0,-30.072,0.1588,109,0.0,0.0,0.0,1.0,3,5,2005,29.41426,1.10723,0,0,34,18,1.0,8250.0,9560.0
99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,353.483,0.0,1.0,0.0,1.0,2004,6,2004,0.0,1.0,0.0,1.0,47,28.18,113.07,62,0.0,1.0,419.517,0.0382,146,1.0,0.0,1.0,0.0,91,3,2004,26.76139,7.16453,0,0,28,1,1.0,8380.0,8700.0
99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,346.064,0.0,1.0,0.0,1.0,2006,6,2004,0.0,1.0,0.0,1.0,47,28.18,113.07,62,0.0,1.0,430.736,-0.003,146,1.0,0.0,1.0,0.0,91,3,2006,27.30806,7.64725,0,0,28,3,0.0,10160.0,10130.0
99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,342.13,0.0,1.0,0.0,1.0,2007,6,2004,0.0,1.0,0.0,1.0,47,28.18,113.07,62,0.0,1.0,208.57,0.021,146,1.0,0.0,1.0,0.0,91,3,2007,27.10545,8.32728,0,0,28,4,1.0,10460.0,10680.0
99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,346.063,0.0,1.0,0.0,1.0,2008,6,2004,0.0,1.0,0.0,1.0,47,28.18,113.07,62,0.0,1.0,256.537,-0.088,146,1.0,0.0,1.0,0.0,91,3,2008,26.35163,9.77641,0,0,28,5,0.0,11250.0,10260.0
99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,334.279,0.0,1.0,0.0,1.0,2009,6,2004,0.0,1.0,0.0,1.0,47,28.18,113.07,62,0.0,1.0,460.021,-0.0011,146,1.0,0.0,1.0,0.0,91,3,2009,28.30531,7.22014,0,0,28,6,0.0,9090.0,9080.0
99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,275.726,0.0,1.0,0.0,1.0,2010,6,2004,0.0,1.0,0.0,1.0,47,28.18,113.07,62,0.0,1.0,751.875,-0.0067,146,1.0,0.0,1.0,0.0,91,3,2010,24.85573,7.16769,0,0,28,7,0.0,8940.0,8880.0
75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,353.483,0.0,1.0,0.0,1.0,2004,6,2004,0.0,1.0,0.0,1.0,53,28.18,113.07,62,0.0,1.0,419.517,-0.0779,109,1.0,0.0,0.0,1.0,92,3,2004,26.76139,7.16453,0,0,29,1,0.0,10140.0,9350.0
75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,346.064,0.0,1.0,0.0,1.0,2006,6,2004,0.0,1.0,0.0,1.0,53,28.18,113.07,62,0.0,1.0,430.736,0.0641,109,1.0,0.0,0.0,1.0,92,3,2006,27.30806,7.64725,0,0,29,3,1.0,10450.0,11120.0
75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,342.13,0.0,1.0,0.0,1.0,2007,6,2004,0.0,1.0,0.0,1.0,53,28.18,113.07,62,0.0,1.0,208.57,0.0179,109,1.0,0.0,0.0,1.0,92,3,2007,27.10545,8.32728,0,0,29,4,1.0,10610.0,10800.0
75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,346.063,0.0,1.0,0.0,1.0,2008,6,2004,0.0,1.0,0.0,1.0,53,28.18,113.07,62,0.0,1.0,256.537,0.0753,109,1.0,0.0,0.0,1.0,92,3,2008,26.35163,9.77641,0,0,29,5,1.0,9560.0,10280.0
75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,334.279,0.0,1.0,0.0,1.0,2009,6,2004,0.0,1.0,0.0,1.0,53,28.18,113.07,62,0.0,1.0,460.021,0.0106,109,1.0,0.0,0.0,1.0,92,3,2009,28.30531,7.22014,0,0,29,6,1.0,9400.0,9500.0
75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,275.726,0.0,1.0,0.0,1.0,2010,6,2004,0.0,1.0,0.0,1.0,53,28.18,113.07,62,0.0,1.0,751.875,-0.087,109,1.0,0.0,0.0,1.0,92,3,2010,24.85573,7.16769,0,0,29,7,0.0,9660.0,8820.0
157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,479.439,1.0,0.0,1.0,0.0,1997,10,1988,0.0,1.0,0.0,1.0,17,42.4,-85.4,0,1.0,0.0,19.161,0.0803,109,0.0,0.0,0.0,1.0,3,5,1997,27.56648,5.10322,0,0,34,10,1.0,1370.0,1480.0
157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,494.078,1.0,0.0,1.0,0.0,2000,10,1988,0.0,1.0,0.0,1.0,17,42.4,-85.4,0,1.0,0.0,175.322,-0.018,109,0.0,0.0,0.0,1.0,3,5,2000,26.15148,6.48768,0,0,34,13,0.0,1670.0,1640.0
157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,501.416,1.0,0.0,1.0,0.0,2003,10,1988,0.0,1.0,0.0,1.0,17,42.4,-85.4,0,1.0,0.0,-12.916,0.28,109,0.0,0.0,0.0,1.0,3,5,2003,28.04398,3.72558,0,0,34,16,1.0,1500.0,1920.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,436.666,0.0,1.0,0.0,1.0,1998,8,1988,0.0,1.0,0.0,1.0,17,42.4,-85.4,182,0.0,1.0,-178.466,-0.3432,109,0.0,0.0,0.0,1.0,3,5,1998,28.30317,10.76328,0,0,34,11,0.0,3030.0,1990.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,441.962,0.0,1.0,0.0,1.0,2001,8,1988,0.0,1.0,0.0,1.0,17,42.4,-85.4,182,0.0,1.0,2.938,-0.1215,109,0.0,0.0,0.0,1.0,3,5,2001,27.51958,9.4582,0,0,34,14,0.0,3620.0,3180.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,397.119,0.0,1.0,0.0,1.0,2004,8,1988,0.0,1.0,0.0,1.0,17,42.4,-85.4,182,0.0,1.0,91.381,0.0132,109,0.0,0.0,0.0,1.0,3,5,2004,26.57033,10.08675,0,0,34,17,1.0,4530.0,4590.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,372.1982925,0.0,1.0,0.0,1.0,2002,7,2001,0.0,1.0,0.0,1.0,53,35.47,104.73,26,0.0,1.0,-114.098,0.15,159,0.0,0.0,0.0,1.0,72,3,2002,22.37391121,-2.544054585,0,0,34,2,1.0,2000.0,2300.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,372.1982925,0.0,1.0,0.0,1.0,2002,7,2001,0.0,1.0,0.0,1.0,53,35.47,104.73,26,0.0,1.0,-114.098,-0.0435,158,0.0,0.0,1.0,0.0,72,3,2002,22.37391121,-2.544054585,0,0,34,2,0.0,2300.0,2200.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,372.1982925,0.0,1.0,0.0,1.0,2002,7,2001,0.0,1.0,0.0,1.0,53,35.47,104.73,26,0.0,1.0,-114.098,-0.1429,157,0.0,0.0,1.0,0.0,72,3,2002,22.37391121,-2.544054585,0,0,34,2,0.0,2100.0,1800.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,358.6547427,0.0,1.0,0.0,1.0,2003,7,2001,0.0,1.0,0.0,1.0,53,35.47,104.73,26,0.0,1.0,-40.855,0.25,159,0.0,0.0,0.0,1.0,72,3,2003,20.53359493,-3.138281545,0,0,34,3,1.0,1600.0,2000.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,358.6547427,0.0,1.0,0.0,1.0,2003,7,2001,0.0,1.0,0.0,1.0,53,35.47,104.73,26,0.0,1.0,-40.855,-0.05,158,0.0,0.0,1.0,0.0,72,3,2003,20.53359493,-3.138281545,0,0,34,3,0.0,2000.0,1900.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,358.6547427,0.0,1.0,0.0,1.0,2003,7,2001,0.0,1.0,0.0,1.0,53,35.47,104.73,26,0.0,1.0,-40.855,-0.0667,157,0.0,0.0,1.0,0.0,72,3,2003,20.53359493,-3.138281545,0,0,34,3,0.0,1500.0,1400.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,378.8543132,0.0,1.0,0.0,1.0,2004,7,2001,0.0,1.0,0.0,1.0,53,35.47,104.73,26,0.0,1.0,-148.854,0.0455,159,0.0,0.0,0.0,1.0,72,3,2004,20.20397359,-3.701558021,0,0,34,4,1.0,2200.0,2300.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,378.8543132,0.0,1.0,0.0,1.0,2004,7,2001,0.0,1.0,0.0,1.0,53,35.47,104.73,26,0.0,1.0,-148.854,-0.1538,158,0.0,0.0,1.0,0.0,72,3,2004,20.20397359,-3.701558021,0,0,34,4,0.0,2600.0,2200.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,378.8543132,0.0,1.0,0.0,1.0,2004,7,2001,0.0,1.0,0.0,1.0,53,35.47,104.73,26,0.0,1.0,-148.854,-0.1818,157,0.0,0.0,1.0,0.0,72,3,2004,20.20397359,-3.701558021,0,0,34,4,0.0,2200.0,1800.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,367.7425762,0.0,1.0,0.0,1.0,2005,7,2001,0.0,1.0,0.0,1.0,53,35.47,104.73,26,0.0,1.0,-70.643,0.1071,159,0.0,0.0,0.0,1.0,72,3,2005,19.83348185,-3.786983121,0,0,34,5,1.0,2800.0,3100.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,367.7425762,0.0,1.0,0.0,1.0,2005,7,2001,0.0,1.0,0.0,1.0,53,35.47,104.73,26,0.0,1.0,-70.643,0.0667,158,0.0,0.0,1.0,0.0,72,3,2005,19.83348185,-3.786983121,0,0,34,5,1.0,3000.0,3200.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,367.7425762,0.0,1.0,0.0,1.0,2005,7,2001,0.0,1.0,0.0,1.0,53,35.47,104.73,26,0.0,1.0,-70.643,0.0385,157,0.0,0.0,1.0,0.0,72,3,2005,19.83348185,-3.786983121,0,0,34,5,1.0,2600.0,2700.0
55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,661.112,0.0,1.0,0.0,1.0,1998,9,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,61,0.0,1.0,-53.812,0.0749,109,0.0,0.0,0.0,1.0,105,4,1998,33.9445,11.11032,0,0,21,2,1.0,3340.0,3590.0
55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,605.264,0.0,1.0,0.0,1.0,1999,9,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,61,0.0,1.0,75.736,-0.4,109,0.0,0.0,0.0,1.0,105,4,1999,34.0873,12.49785,0,0,21,3,0.0,5000.0,3000.0
55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,634.358,0.0,1.0,0.0,1.0,2000,9,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,61,0.0,1.0,129.542,-0.1552,109,0.0,0.0,0.0,1.0,105,4,2000,31.90425,9.23065,0,0,21,4,0.0,5800.0,4900.0
55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,625.169,0.0,1.0,0.0,1.0,2001,9,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,61,0.0,1.0,-261.869,0.0513,109,0.0,0.0,0.0,1.0,105,4,2001,32.67227,10.46222,0,0,21,5,1.0,5460.0,5740.0
164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,544.436,0.0,1.0,0.0,1.0,1998,11,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,0,1.0,0.0,-157.836,-0.0286,109,0.0,0.0,0.0,1.0,105,6,1998,33.9445,7.67347,0,0,21,2,0.0,1750.0,1700.0
164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,498.545,0.0,1.0,0.0,1.0,1999,11,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,0,1.0,0.0,186.755,-0.0082,109,0.0,0.0,0.0,1.0,105,6,1999,34.0873,7.16273,0,0,21,3,0.0,2450.0,2430.0
164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,514.738,0.0,1.0,0.0,1.0,2000,11,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,0,1.0,0.0,174.262,-0.1769,109,0.0,0.0,0.0,1.0,105,6,2000,31.90425,4.56606,0,0,21,4,0.0,2600.0,2140.0
164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,504.888,0.0,1.0,0.0,1.0,2001,11,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,0,1.0,0.0,-175.888,0.2206,109,0.0,0.0,0.0,1.0,105,6,2001,32.67227,7.80338,0,0,21,5,1.0,680.0,830.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,606.099,0.0,1.0,0.0,1.0,1998,6,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,173,0.0,1.0,532.201,-0.0596,109,0.0,0.0,0.0,1.0,105,11,1997,32.42967,2.34541,0,0,21,1,0.0,3860.0,3630.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,571.866,0.0,1.0,0.0,1.0,1999,6,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,173,0.0,1.0,244.134,-0.0691,109,0.0,0.0,0.0,1.0,105,11,1998,29.51818,3.06659,0,0,21,2,0.0,2460.0,2290.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,612.308,0.0,1.0,0.0,1.0,2000,6,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,173,0.0,1.0,170.592,-0.1709,109,0.0,0.0,0.0,1.0,105,11,1999,31.90425,0.20956,0,0,21,3,0.0,3570.0,2960.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,581.559,0.0,1.0,0.0,1.0,2001,6,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,173,0.0,1.0,24.041,-0.0684,109,0.0,0.0,0.0,1.0,105,11,2000,30.06302,-1.44642,0,0,21,4,0.0,3950.0,3680.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,608.672,0.0,1.0,0.0,1.0,2002,6,1997,0.0,1.0,0.0,1.0,43,34.3,-79.73,173,0.0,1.0,-42.972,-0.1667,109,0.0,0.0,0.0,1.0,105,11,2001,31.59067,1.97361,0,0,21,5,0.0,1740.0,1450.0
101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,779.029,0.0,1.0,0.0,1.0,2015,11,2014,1.0,0.0,1.0,0.0,80,11.59,37.38,0,0.0,1.0,331.471,-0.1111,65,1.0,0.0,1.0,0.0,35,4,2015,26.44554,12.10658,0,0,35,2,0.0,3600.0,3200.0
101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,779.029,0.0,1.0,0.0,1.0,2015,11,2014,1.0,0.0,1.0,0.0,80,11.59,37.38,0,0.0,1.0,331.471,0.0702,65,1.0,0.0,1.0,0.0,35,4,2015,26.44554,12.10658,0,0,35,2,1.0,5700.0,6100.0
101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,779.029,0.0,1.0,0.0,1.0,2015,11,2014,1.0,0.0,1.0,0.0,80,11.59,37.38,0,0.0,1.0,331.471,-0.1833,65,1.0,0.0,1.0,0.0,35,4,2015,26.44554,12.10658,0,0,35,2,0.0,6000.0,4900.0
101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,779.029,0.0,1.0,0.0,1.0,2015,11,2014,1.0,0.0,1.0,0.0,80,11.59,37.38,0,0.0,1.0,331.471,-0.3846,65,1.0,0.0,1.0,0.0,35,4,2015,26.44554,12.10658,0,0,35,2,0.0,2600.0,1600.0
101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,779.029,0.0,1.0,0.0,1.0,2015,11,2014,1.0,0.0,1.0,0.0,80,11.59,37.38,0,0.0,1.0,331.471,-0.5357,65,1.0,0.0,1.0,0.0,35,4,2015,26.44554,12.10658,0,0,35,2,0.0,2800.0,1300.0
101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,759.599,0.0,1.0,0.0,1.0,2016,11,2014,1.0,0.0,1.0,0.0,80,11.59,37.38,0,0.0,1.0,808.202,0.0,65,1.0,0.0,1.0,0.0,35,4,2016,25.97563,8.48207,0,0,35,3,0.0,2200.0,2200.0
101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,759.599,0.0,1.0,0.0,1.0,2016,11,2014,1.0,0.0,1.0,0.0,80,11.59,37.38,0,0.0,1.0,808.202,-0.2895,65,1.0,0.0,1.0,0.0,35,4,2016,25.97563,8.48207,0,0,35,3,0.0,3800.0,2700.0
101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,759.599,0.0,1.0,0.0,1.0,2016,11,2014,1.0,0.0,1.0,0.0,80,11.59,37.38,0,0.0,1.0,808.202,-0.4839,65,1.0,0.0,1.0,0.0,35,4,2016,25.97563,8.48207,0,0,35,3,0.0,6200.0,3200.0
101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,759.599,0.0,1.0,0.0,1.0,2016,11,2014,1.0,0.0,1.0,0.0,80,11.59,37.38,0,0.0,1.0,808.202,-0.2703,65,1.0,0.0,1.0,0.0,35,4,2016,25.97563,8.48207,0,0,35,3,0.0,3700.0,2700.0
101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,759.599,0.0,1.0,0.0,1.0,2016,11,2014,1.0,0.0,1.0,0.0,80,11.59,37.38,0,0.0,1.0,808.202,-0.0606,65,1.0,0.0,1.0,0.0,35,4,2016,25.97563,8.48207,0,0,35,3,0.0,3300.0,3100.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,392.547,0.0,1.0,0.0,1.0,2008,10,2008,1.0,0.0,1.0,0.0,52,52.85,14.12,0,0.0,1.0,-30.747,-0.0074,69,0.0,0.0,1.0,0.0,44,4,2008,25.12062,4.7973,0,0,35,1,0.0,12230.0,12140.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,412.644,0.0,1.0,0.0,1.0,2009,10,2008,1.0,0.0,1.0,0.0,52,52.85,14.12,0,0.0,1.0,1.456,-0.0248,69,0.0,0.0,1.0,0.0,44,4,2009,25.57593,5.8609,0,0,35,2,0.0,20140.0,19640.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,386.631,0.0,1.0,0.0,1.0,2010,10,2008,1.0,0.0,1.0,0.0,52,52.85,14.12,0,0.0,1.0,39.169,-0.0567,69,0.0,0.0,1.0,0.0,44,4,2010,28.10145,4.10459,0,0,35,3,0.0,15510.0,14630.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,396.638,0.0,1.0,0.0,1.0,2011,10,2008,1.0,0.0,1.0,0.0,52,52.85,14.12,0,0.0,1.0,58.362,-0.0599,69,0.0,0.0,1.0,0.0,44,4,2011,23.68059,6.39352,0,0,35,4,0.0,21020.0,19760.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,399.156,0.0,1.0,0.0,1.0,2012,10,2008,1.0,0.0,1.0,0.0,52,52.85,14.12,0,0.0,1.0,2.444,-0.1021,69,0.0,0.0,1.0,0.0,44,4,2012,23.62672,4.47724,0,0,35,5,0.0,20080.0,18030.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,391.293,0.0,1.0,0.0,1.0,2013,10,2008,1.0,0.0,1.0,0.0,52,52.85,14.12,0,0.0,1.0,-53.693,-0.1173,69,0.0,0.0,1.0,0.0,44,4,2013,26.02242,4.45823,0,0,35,6,0.0,16970.0,14980.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,420.93,0.0,1.0,0.0,1.0,2014,10,2008,1.0,0.0,1.0,0.0,52,52.85,14.12,0,0.0,1.0,-75.03,-0.0949,69,0.0,0.0,1.0,0.0,44,4,2014,27.5338,6.49902,0,0,35,7,0.0,18230.0,16500.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,408.059,0.0,1.0,0.0,1.0,2015,10,2008,1.0,0.0,1.0,0.0,52,52.85,14.12,0,0.0,1.0,-132.359,-0.1388,69,0.0,0.0,1.0,0.0,44,4,2015,28.69765,3.48258,0,0,35,8,0.0,9940.0,8560.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,404.99,0.0,1.0,0.0,1.0,2016,10,2008,1.0,0.0,1.0,0.0,52,52.85,14.12,0,0.0,1.0,-142.59,-0.1109,69,0.0,0.0,1.0,0.0,44,4,2016,24.74548,3.5366,0,0,35,9,0.0,18670.0,16600.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,392.547,0.0,1.0,0.0,1.0,2008,10,2008,0.0,1.0,0.0,1.0,52,52.85,14.12,0,0.0,1.0,-30.747,0.0059,69,0.0,0.0,1.0,0.0,44,4,2008,25.12062,4.7973,0,0,35,1,1.0,20220.0,20340.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,412.644,0.0,1.0,0.0,1.0,2009,10,2008,0.0,1.0,0.0,1.0,52,52.85,14.12,0,0.0,1.0,1.456,0.0014,69,0.0,0.0,1.0,0.0,44,4,2009,25.57593,5.8609,0,0,35,2,1.0,21280.0,21310.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,386.631,0.0,1.0,0.0,1.0,2010,10,2008,0.0,1.0,0.0,1.0,52,52.85,14.12,0,0.0,1.0,39.169,-0.0292,69,0.0,0.0,1.0,0.0,44,4,2010,28.10145,4.10459,0,0,35,3,0.0,18120.0,17590.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,396.638,0.0,1.0,0.0,1.0,2011,10,2008,0.0,1.0,0.0,1.0,52,52.85,14.12,0,0.0,1.0,58.362,-0.042,69,0.0,0.0,1.0,0.0,44,4,2011,23.68059,6.39352,0,0,35,4,0.0,21690.0,20780.0
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,399.156,0.0,1.0,0.0,1.0,2012,10,2008,0.0,1.0,0.0,1.0,52,52.85,14.12,0,0.0,1.0,2.444,-0.0626,69,0.0,0.0,1.0,0.0,44,4,2012,23.62672,4.47724,0,0,35,5,0.0,22830.0,21400.0
