Crop growing season recorded in the paper,Crop sequence (details)_1,Crop_barley.winter,Crop_cotton,Crop_maize,Crop_rice,Crop_sorghum,Crop_soybean,Crop_sunflower,Crop_wheat.spring,Crop_wheat.winter,E,Fertilization CT _No,Fertilization CT _Yes,Fertilization NT_No,Fertilization NT_Yes,Harvest year,Harvesting month,Initial year of NT practice ( or first year of experiment if missing),Irrigation CT_No,Irrigation CT_Yes,Irrigation NT_No,Irrigation NT_Yes,Journal,Latitude,Longitude,N input rates with the unit kg N ha-1 (details),N input_No,N input_Yes,PB,Relative yield change,Residue management of previous crop in NT (details),ST_Clay loam,ST_Silt loam,Soil cover in NT_No,Soil cover in NT_Yes,Soil information recorded in the paper,Sowing month,Sowing year,Tmax,Tmin,Water applied in CT,Water applied in NT,Year,Years since NT started (yrs),Yield increase with NT_Yes,Yield of CT,Yield of NT
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,373.2172506,0.0,1.0,0.0,1.0,2005,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-54.217,-0.0364,109,1.0,0.0,0.0,1.0,110,5,2004,25.85471861,6.487088603,0,0,34,15,0.0,1457.0,1404.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,412.8973724,0.0,1.0,0.0,1.0,2006,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-99.797,0.1638,109,1.0,0.0,0.0,1.0,110,5,2005,27.47704487,5.370266822,0,0,34,16,1.0,977.0,1137.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,387.3700328,0.0,1.0,0.0,1.0,2007,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,13.13,0.1658,109,1.0,0.0,0.0,1.0,110,5,2006,27.61563996,8.785931003,0,0,34,17,1.0,2576.0,3003.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,407.8363656,0.0,1.0,0.0,1.0,2008,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-69.436,0.4263,109,1.0,0.0,0.0,1.0,110,5,2007,25.75909424,6.652300435,0,0,34,18,1.0,2043.0,2914.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,377.4359932,0.0,1.0,0.0,1.0,2009,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-16.636,1.7351,109,1.0,0.0,0.0,1.0,110,5,2008,25.35930215,5.509025328,0,0,34,19,1.0,604.0,1652.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,358.5875094,0.0,1.0,0.0,1.0,2010,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,45.712,0.6468,109,1.0,0.0,0.0,1.0,110,5,2009,25.05208465,6.344274213,0,0,34,20,1.0,906.0,1492.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,395.698246,0.0,1.0,0.0,1.0,2011,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-37.598,-0.0195,109,1.0,0.0,0.0,1.0,110,5,2010,28.0173458,9.083638837,0,0,34,21,0.0,1794.0,1759.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,388.6339109,0.0,1.0,0.0,1.0,2012,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-69.834,0.0303,109,1.0,0.0,0.0,1.0,110,5,2011,27.28399461,8.089126587,0,0,34,22,1.0,1155.0,1190.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,423.6918213,0.0,1.0,0.0,1.0,2013,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-202.692,0.222,109,1.0,0.0,0.0,1.0,110,5,2012,29.5631517,7.416781026,0,0,34,23,1.0,1919.0,2345.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,388.2624807,0.0,1.0,0.0,1.0,2014,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-29.362,-0.0114,109,1.0,0.0,0.0,1.0,110,5,2013,27.06916858,6.992688087,0,0,34,24,0.0,1492.0,1475.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,373.7275272,0.0,1.0,0.0,1.0,2015,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,63.572,0.2592,109,1.0,0.0,0.0,1.0,110,5,2014,25.28543583,7.383103401,0,0,34,25,1.0,409.0,515.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,403.6716999,0.0,1.0,0.0,1.0,2001,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-82.772,-0.0806,109,1.0,0.0,0.0,1.0,110,5,2015,26.78851712,7.948397236,0,0,34,26,0.0,3749.0,3447.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,391.5445489,0.0,1.0,0.0,1.0,2002,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-137.845,-0.2114,109,1.0,0.0,0.0,1.0,110,5,2001,28.28292748,8.792523784,0,0,34,12,0.0,6556.0,5170.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,398.3515041,0.0,1.0,0.0,1.0,2003,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-20.452,-0.165,109,1.0,0.0,0.0,1.0,110,5,2002,27.46193769,5.065074798,0,0,34,13,0.0,3873.0,3234.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,393.3758242,0.0,1.0,0.0,1.0,2004,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-26.976,-0.1688,109,1.0,0.0,0.0,1.0,110,5,2003,26.23229587,7.394084315,0,0,34,14,0.0,2843.0,2363.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,373.2172506,0.0,1.0,0.0,1.0,2005,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-54.217,0.2086,109,1.0,0.0,0.0,1.0,110,5,2004,25.85471861,6.487088603,0,0,34,15,1.0,3322.0,4015.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,412.8973724,0.0,1.0,0.0,1.0,2006,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-99.797,0.2569,109,1.0,0.0,0.0,1.0,110,5,2005,27.47704487,5.370266822,0,0,34,16,1.0,693.0,871.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,387.3700328,0.0,1.0,0.0,1.0,2007,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,13.13,-0.287,109,1.0,0.0,0.0,1.0,110,5,2006,27.61563996,8.785931003,0,0,34,17,0.0,5881.0,4193.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,407.8363656,0.0,1.0,0.0,1.0,2008,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-69.436,-0.0716,109,1.0,0.0,0.0,1.0,110,5,2007,25.75909424,6.652300435,0,0,34,18,0.0,3980.0,3695.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,377.4359932,0.0,1.0,0.0,1.0,2009,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-16.636,0.0158,109,1.0,0.0,0.0,1.0,110,5,2008,25.35930215,5.509025328,0,0,34,19,1.0,2274.0,2310.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,358.5875094,0.0,1.0,0.0,1.0,2010,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,45.712,-0.0999,109,1.0,0.0,0.0,1.0,110,5,2009,25.05208465,6.344274213,0,0,34,20,0.0,2132.0,1919.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,395.698246,0.0,1.0,0.0,1.0,2011,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-37.598,-0.131,109,1.0,0.0,0.0,1.0,110,5,2010,28.0173458,9.083638837,0,0,34,21,0.0,2985.0,2594.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,388.6339109,0.0,1.0,0.0,1.0,2012,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-69.834,0.1153,109,1.0,0.0,0.0,1.0,110,5,2011,27.28399461,8.089126587,0,0,34,22,1.0,1848.0,2061.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,423.6918213,0.0,1.0,0.0,1.0,2013,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-202.692,-0.1215,109,1.0,0.0,0.0,1.0,110,5,2012,29.5631517,7.416781026,0,0,34,23,0.0,3802.0,3340.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,388.2624807,0.0,1.0,0.0,1.0,2014,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-29.362,-0.034,109,1.0,0.0,0.0,1.0,110,5,2013,27.06916858,6.992688087,0,0,34,24,0.0,3678.0,3553.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,373.7275272,0.0,1.0,0.0,1.0,2015,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,63.572,-0.2924,109,1.0,0.0,0.0,1.0,110,5,2014,25.28543583,7.383103401,0,0,34,25,0.0,2185.0,1546.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,357.7056422,0.0,1.0,0.0,1.0,2001,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,66.294,0.0051,109,1.0,0.0,0.0,1.0,110,5,2000,24.43928774,7.507235619,0,0,34,11,1.0,3553.0,3571.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,391.5445489,0.0,1.0,0.0,1.0,2002,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-137.845,-0.0738,109,1.0,0.0,0.0,1.0,110,5,2001,28.28292748,8.792523784,0,0,34,12,0.0,6503.0,6023.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,398.3515041,0.0,1.0,0.0,1.0,2003,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-20.452,-0.2208,109,1.0,0.0,0.0,1.0,110,5,2002,27.46193769,5.065074798,0,0,34,13,0.0,4104.0,3198.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,393.3758242,0.0,1.0,0.0,1.0,2004,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-26.976,0.0585,109,1.0,0.0,0.0,1.0,110,5,2003,26.23229587,7.394084315,0,0,34,14,1.0,2736.0,2896.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,373.2172506,0.0,1.0,0.0,1.0,2005,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-54.217,-0.0048,109,1.0,0.0,0.0,1.0,110,5,2004,25.85471861,6.487088603,0,0,34,15,0.0,3553.0,3536.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,412.8973724,0.0,1.0,0.0,1.0,2006,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-99.797,0.0799,109,1.0,0.0,0.0,1.0,110,5,2005,27.47704487,5.370266822,0,0,34,16,1.0,1102.0,1190.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,387.3700328,0.0,1.0,0.0,1.0,2007,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,13.13,-0.0878,109,1.0,0.0,0.0,1.0,110,5,2006,27.61563996,8.785931003,0,0,34,17,0.0,5863.0,5348.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,407.8363656,0.0,1.0,0.0,1.0,2008,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-69.436,0.101,109,1.0,0.0,0.0,1.0,110,5,2007,25.75909424,6.652300435,0,0,34,18,1.0,4228.0,4655.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,377.4359932,0.0,1.0,0.0,1.0,2009,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-16.636,-0.1572,109,1.0,0.0,0.0,1.0,110,5,2008,25.35930215,5.509025328,0,0,34,19,0.0,2487.0,2096.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,358.5875094,0.0,1.0,0.0,1.0,2010,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,45.712,0.0568,109,1.0,0.0,0.0,1.0,110,5,2009,25.05208465,6.344274213,0,0,34,20,1.0,1883.0,1990.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,395.698246,0.0,1.0,0.0,1.0,2011,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-37.598,-0.0697,109,1.0,0.0,0.0,1.0,110,5,2010,28.0173458,9.083638837,0,0,34,21,0.0,3056.0,2843.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,388.6339109,0.0,1.0,0.0,1.0,2012,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-69.834,-0.1023,109,1.0,0.0,0.0,1.0,110,5,2011,27.28399461,8.089126587,0,0,34,22,0.0,2150.0,1930.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,423.6918213,0.0,1.0,0.0,1.0,2013,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-202.692,-0.0655,109,1.0,0.0,0.0,1.0,110,5,2012,29.5631517,7.416781026,0,0,34,23,0.0,3784.0,3536.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,388.2624807,0.0,1.0,0.0,1.0,2014,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,-29.362,-0.0919,109,1.0,0.0,0.0,1.0,110,5,2013,27.06916858,6.992688087,0,0,34,24,0.0,4069.0,3695.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,373.7275272,0.0,1.0,0.0,1.0,2015,8,1990,0.0,1.0,0.0,1.0,32,45.37,-75.72,15,0.0,1.0,63.572,-0.4691,109,1.0,0.0,0.0,1.0,110,5,2014,25.28543583,7.383103401,0,0,34,25,0.0,2878.0,1528.0
165,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,553.256,0.0,1.0,0.0,1.0,2002,11,1999,0.0,1.0,0.0,1.0,69,40.65,-104.98,101,0.0,1.0,-286.056,-0.0978,74,0.0,0.0,0.0,1.0,92,5,2002,31.38396,-4.81392,13,13,23,4,0.0,12370.0,11160.0
165,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,553.256,0.0,1.0,0.0,1.0,2002,11,1999,0.0,1.0,0.0,1.0,69,40.65,-104.98,0,1.0,0.0,-286.056,-0.1689,74,0.0,0.0,0.0,1.0,92,5,2002,31.38396,-4.81392,13,13,23,4,0.0,6570.0,5460.0
165,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,553.256,0.0,1.0,0.0,1.0,2002,11,1999,0.0,1.0,0.0,1.0,69,40.65,-104.98,51,0.0,1.0,-286.056,-0.2414,74,0.0,0.0,0.0,1.0,92,5,2002,31.38396,-4.81392,13,13,23,4,0.0,12550.0,9520.0
165,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,576.644,0.0,1.0,0.0,1.0,2003,11,1999,0.0,1.0,0.0,1.0,69,40.65,-104.98,51,0.0,1.0,-353.644,-0.0885,74,0.0,0.0,0.0,1.0,92,5,2003,31.98261,-5.42037,9,9,23,5,0.0,10850.0,9890.0
165,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,576.644,0.0,1.0,0.0,1.0,2003,11,1999,0.0,1.0,0.0,1.0,69,40.65,-104.98,116,0.0,1.0,-353.644,-0.0891,74,0.0,0.0,0.0,1.0,92,5,2003,31.98261,-5.42037,9,9,23,5,0.0,11670.0,10630.0
165,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,576.644,0.0,1.0,0.0,1.0,2003,11,1999,0.0,1.0,0.0,1.0,69,40.65,-104.98,0,1.0,0.0,-353.644,-0.329,74,0.0,0.0,0.0,1.0,92,5,2003,31.98261,-5.42037,9,9,23,5,0.0,6990.0,4690.0
165,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,552.736,0.0,1.0,0.0,1.0,2004,11,1999,0.0,1.0,0.0,1.0,69,40.65,-104.98,116,0.0,1.0,-107.336,-0.0844,74,0.0,0.0,0.0,1.0,92,5,2004,27.27658,-4.86435,3,3,23,6,0.0,12440.0,11390.0
165,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,552.736,0.0,1.0,0.0,1.0,2004,11,1999,0.0,1.0,0.0,1.0,69,40.65,-104.98,51,0.0,1.0,-107.336,-0.2016,74,0.0,0.0,0.0,1.0,92,5,2004,27.27658,-4.86435,3,3,23,6,0.0,11310.0,9030.0
165,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,552.736,0.0,1.0,0.0,1.0,2004,11,1999,0.0,1.0,0.0,1.0,69,40.65,-104.98,0,1.0,0.0,-107.336,-0.3902,74,0.0,0.0,0.0,1.0,92,5,2004,27.27658,-4.86435,3,3,23,6,0.0,6920.0,4220.0
26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,616.363,0.0,1.0,0.0,1.0,1997,6,1995,0.0,1.0,0.0,1.0,52,33.53,-7.57,0,0.0,1.0,-169.563,-0.0098,109,1.0,0.0,0.0,1.0,36,12,1996,25.92364,8.61214,0,0,17,2,0.0,2050.0,2030.0
26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,612.373,0.0,1.0,0.0,1.0,1996,6,1995,0.0,1.0,0.0,1.0,52,33.53,-7.57,0,0.0,1.0,-104.573,-0.0482,109,1.0,0.0,0.0,1.0,36,12,1995,28.29289,6.7661,0,0,17,1,0.0,4360.0,4150.0
26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,616.363,0.0,1.0,0.0,1.0,1997,6,1995,0.0,1.0,0.0,1.0,52,33.53,-7.57,0,0.0,1.0,-169.563,0.0973,109,1.0,0.0,0.0,1.0,36,12,1996,25.92364,8.61214,0,0,17,2,1.0,6270.0,6880.0
26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,612.373,0.0,1.0,0.0,1.0,1996,6,1995,0.0,1.0,0.0,1.0,52,33.53,-7.57,0,0.0,1.0,-104.573,-0.0173,109,1.0,0.0,0.0,1.0,36,12,1995,28.29289,6.7661,0,0,17,1,0.0,12730.0,12510.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,280.812,1.0,0.0,1.0,0.0,2013,11,2012,1.0,0.0,1.0,0.0,60,-32.78,27.83,0,1.0,0.0,-9.312,-0.0657,109,0.0,0.0,0.0,1.0,68,5,2013,23.4875,10.31681,0,0,35,2,0.0,3350.0,3130.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,280.812,1.0,0.0,1.0,0.0,2013,11,2012,1.0,0.0,1.0,0.0,60,-32.78,27.83,0,1.0,0.0,-9.312,0.0472,109,0.0,0.0,0.0,1.0,68,5,2013,23.4875,10.31681,0,0,35,2,1.0,3180.0,3330.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,259.243,1.0,0.0,1.0,0.0,2014,11,2012,1.0,0.0,1.0,0.0,60,-32.78,27.83,0,1.0,0.0,-127.243,0.0538,109,0.0,0.0,0.0,1.0,68,5,2014,23.33182,7.76693,0,0,35,3,1.0,2790.0,2940.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,259.243,1.0,0.0,1.0,0.0,2014,11,2012,1.0,0.0,1.0,0.0,60,-32.78,27.83,0,1.0,0.0,-127.243,0.033,109,0.0,0.0,0.0,1.0,68,5,2014,23.33182,7.76693,0,0,35,3,1.0,3030.0,3130.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,261.44,1.0,0.0,1.0,0.0,2016,11,2012,1.0,0.0,1.0,0.0,60,-32.78,27.83,0,1.0,0.0,-68.74,0.0444,109,0.0,0.0,0.0,1.0,68,5,2016,23.39334,9.24638,0,0,35,5,1.0,3150.0,3290.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,261.44,1.0,0.0,1.0,0.0,2016,11,2012,1.0,0.0,1.0,0.0,60,-32.78,27.83,0,1.0,0.0,-68.74,0.0515,109,0.0,0.0,0.0,1.0,68,5,2016,23.39334,9.24638,0,0,35,5,1.0,3300.0,3470.0
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,421.178,0.0,1.0,0.0,1.0,1993,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,0.0,1.0,299.622,-0.1248,109,0.0,0.0,0.0,1.0,117,5,1993,27.59575,2.14545,0,0,14,10,0.0,5730.0,5015.0
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,421.178,0.0,1.0,0.0,1.0,1993,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,0.0,1.0,299.622,-0.3008,109,0.0,0.0,0.0,1.0,117,5,1993,27.59575,2.14545,0,0,14,10,0.0,4956.0,3465.0
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,421.178,0.0,1.0,0.0,1.0,1993,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,0.0,1.0,299.622,-0.3563,109,0.0,0.0,0.0,1.0,117,5,1993,27.59575,2.14545,0,0,14,10,0.0,6494.0,4180.0
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,479.931,0.0,1.0,0.0,1.0,1994,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,0.0,1.0,74.369,0.1025,109,0.0,0.0,0.0,1.0,117,5,1994,28.13424,5.21823,0,0,14,11,1.0,10044.0,11074.0
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,479.931,0.0,1.0,0.0,1.0,1994,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,0.0,1.0,74.369,-0.0484,109,0.0,0.0,0.0,1.0,117,5,1994,28.13424,5.21823,0,0,14,11,0.0,8631.0,8213.0
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,479.931,0.0,1.0,0.0,1.0,1994,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,0.0,1.0,74.369,-0.0705,109,0.0,0.0,0.0,1.0,117,5,1994,28.13424,5.21823,0,0,14,11,0.0,10953.0,10181.0
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,479.931,0.0,1.0,0.0,1.0,1994,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,0.0,1.0,74.369,-0.159,109,0.0,0.0,0.0,1.0,117,5,1994,28.13424,5.21823,0,0,14,11,0.0,11052.0,9295.0
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,479.931,0.0,1.0,0.0,1.0,1994,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,0.0,1.0,74.369,-0.1658,109,0.0,0.0,0.0,1.0,117,5,1994,28.13424,5.21823,0,0,14,11,0.0,9683.0,8078.0
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,479.931,0.0,1.0,0.0,1.0,1994,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,0.0,1.0,74.369,-0.1758,109,0.0,0.0,0.0,1.0,117,5,1994,28.13424,5.21823,0,0,14,11,0.0,9716.0,8008.0
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,479.785,0.0,1.0,0.0,1.0,1995,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,0.0,1.0,42.215,-0.2745,109,0.0,0.0,0.0,1.0,117,5,1995,30.04979,3.83426,0,0,14,12,0.0,6420.0,4658.0
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,479.785,0.0,1.0,0.0,1.0,1995,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,0.0,1.0,42.215,-0.4471,109,0.0,0.0,0.0,1.0,117,5,1995,30.04979,3.83426,0,0,14,12,0.0,7059.0,3903.0
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,479.785,1.0,0.0,1.0,0.0,1995,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,1.0,0.0,42.215,-0.5789,109,0.0,0.0,0.0,1.0,117,5,1995,30.04979,3.83426,0,0,14,12,0.0,7262.0,3058.0
73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,341.823,1.0,0.0,1.0,0.0,1993,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,1.0,0.0,267.677,0.0763,109,0.0,0.0,0.0,1.0,117,6,1993,27.59575,2.14545,0,0,14,10,1.0,1677.0,1805.0
73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,341.823,1.0,0.0,1.0,0.0,1993,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,1.0,0.0,267.677,-0.0129,109,0.0,0.0,0.0,1.0,117,6,1993,27.59575,2.14545,0,0,14,10,0.0,1934.0,1909.0
73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,341.823,1.0,0.0,1.0,0.0,1993,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,1.0,0.0,267.677,-0.0879,109,0.0,0.0,0.0,1.0,117,6,1993,27.59575,2.14545,0,0,14,10,0.0,1979.0,1805.0
73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,401.186,1.0,0.0,1.0,0.0,1995,10,1984,0.0,1.0,0.0,1.0,109,43.3,-89.35,0,1.0,0.0,7.814,0.1282,109,0.0,0.0,0.0,1.0,117,6,1995,30.04979,3.83426,0,0,14,12,1.0,2036.0,2297.0
